Unnamed: 0,speaker,text,domain-intent,rating 1,rating 2,rating 3,rating 4,rating 5,domain,intent,avg_rating,conv_ID,turn_id,wt_avg_rating,word_count,satisfaction_rating,sentiment,politeness,clause_to_sentence_ratio,dialogue_depth,lexical_diversity,rare_ratio,common_ratio,stopword_ratio,?,!,...
9446,USER,Is there free wi-fi at the Kymmoy?,,3.0,5.0,3.0,3.0,,,,3.5,409,12,3.58,7,High,Positive,0,1.0,0,1.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,1,0,0
9447,SYSTEM,"No, they don't offer free wifi at Kymmoy. Will there be anything else you need?",,,,,,,,,,409,13,,15,Medium,Negative,0,1.5,1,1.0,0.2666666666666666,0.4,0.4666666666666667,1,0,0
9448,USER,"Thanks, that's all I need. Have a nice day.",general-thank,3.0,5.0,3.0,3.0,,general,thank,3.5,409,14,3.58,9,High,Positive,0,1.5,1,1.0,0.4444444444444444,0.3333333333333333,0.4444444444444444,0,0,0
9449,USER,OVERALL,,3.0,3.0,2.0,3.0,,,,2.75,409,15,2.71,1,Low,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
9838,USER,I'm looking for attractions in Cambridge regarding sports.,Attraction-Inform,3.0,3.0,3.0,,,Attraction,Inform,3.0,426,0,3.0,8,Medium,Positive,0,1.0,0,1.0,0.5,0.25,0.25,0,0,0
9839,SYSTEM,The Cherry Hinton Village Centre is a multiple sports facility in the east. Would you like their phone number?,Attraction-Inform,,,,,,Attraction,Inform,,426,1,,19,Medium,Positive,0,1.0,0,1.0,0.2631578947368421,0.4736842105263157,0.3684210526315789,1,0,0
9840,USER,"No, it needs be in the west. Any other museum's are located in the west please?",Attraction-Inform,3.0,2.0,3.0,,,Attraction,Inform,2.67,426,2,2.67,16,Low,Positive,1,1.0,1,0.875,0.25,0.5625,0.5625,1,0,0
9841,SYSTEM,"There are 7 museums in the west, would you prefer one that is free or one with an entrance fee?",Attraction-Inform,,,,,,Attraction,Inform,,426,3,,20,Medium,Positive,0,2.0,1,0.95,0.1,0.65,0.5,1,0,0
9842,USER,"I'll take one with an entrance fee, and I'll need the postcode, and phone number please.",Attraction-Request,3.0,3.0,3.0,,,Attraction,Request,3.0,426,4,3.0,16,Medium,Positive,1,1.0,0,0.875,0.3125,0.375,0.3125,0,0,0
9843,SYSTEM,"There is only one museum with an entrance fee is the west, it is the Cambridge and Country Folk Museum, postcode cb30aq, number is 01223355159. Anything else today?",Attraction-Inform,,,,,,Attraction,Inform,,426,5,,28,Medium,Positive,0,1.0,1,0.8571428571428571,0.25,0.4642857142857143,0.4285714285714285,1,0,0
9844,USER,"Yes, I am a looking for a train that departs from peterborough and goes to cambridge.",Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,426,6,3.0,16,Medium,Positive,0,2.0,1,0.9375,0.3125,0.4375,0.5625,0,0,0
9845,SYSTEM,"Alright, you have quite a few options. What day are you planning to travel?",Train-Request,,,,,,Train,Request,,426,7,,14,Medium,Positive,0,1.0,0,0.9285714285714286,0.2142857142857142,0.5,0.5714285714285714,1,0,0
9846,USER,The train should leave on friday and should leave after 18:45.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,426,8,3.0,11,Medium,Negative,0,1.0,0,0.8181818181818182,0.1818181818181818,0.2727272727272727,0.5454545454545454,0,0,0
9847,SYSTEM,There is one leaving at 18:48 TR1477,Train-Inform,,,,,,Train,Inform,,426,9,,7,Medium,Neutral,0,1.0,0,1.0,0.2857142857142857,0.5714285714285714,0.4285714285714285,0,0,0
9848,USER,At what time does the Peterborough station open to customers?,,3.0,3.0,3.0,,,,,3.0,426,10,3.0,10,Medium,Neutral,0,1.0,0,1.0,0.2,0.5,0.5,1,0,0
9849,SYSTEM,The Peterborough station opens at 5:00 am everyday and 7:00 am on Sundays. Is there anything else I can help you with?,,,,,,,,,,426,11,,22,Medium,Positive,0,1.5,0,0.9545454545454546,0.2727272727272727,0.3636363636363636,0.5,1,0,0
9850,USER,Is there a charge for parking my car at the train station.,,3.0,3.0,3.0,,,,,3.0,426,12,3.0,12,Medium,Neutral,0,1.0,0,1.0,0.0833333333333333,0.5833333333333334,0.5833333333333334,0,0,0
9851,SYSTEM,yes. You need to check with your local station for specifics. Anything else?,,,,,,,,,,426,13,,13,Medium,Positive,0,1.0,0,1.0,0.2307692307692307,0.3076923076923077,0.3846153846153846,1,0,0
9852,USER,Is this a ticket that can be cancelled or no?,,3.0,3.0,3.0,,,,,3.0,426,14,3.0,10,Medium,Negative,0,2.0,2,1.0,0.2,0.7,0.7,1,0,0
9853,SYSTEM,"A full refund is available for a delayed or cancelled train, otherwise you pay 12gbp Anything else I can do for you?",,,,,,,,,,426,15,,22,Medium,Negative,0,2.0,0,0.9545454545454546,0.2272727272727272,0.4090909090909091,0.4545454545454545,1,0,0
9854,USER,Thank you have a wonderful day.,general-bye,3.0,3.0,3.0,,,general,bye,3.0,426,16,3.0,6,Medium,Positive,1,1.0,0,1.0,0.1666666666666666,0.5,0.5,0,0,0
9855,SYSTEM,"You're very welcome, but before you go, would you like me to book the train for you?",Train-OfferBook,,,,,,Train,OfferBook,,426,17,,17,Medium,Positive,0,2.0,1,0.9411764705882352,0.1764705882352941,0.5294117647058824,0.5882352941176471,1,0,0
9856,USER,No thank you. I don't think I want to book the train at this time.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,426,18,3.0,15,Medium,Negative,1,1.0,1,0.9333333333333332,0.2666666666666666,0.3333333333333333,0.5333333333333333,0,0,0
9857,USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,426,19,3.0,1,Medium,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
10098,USER,I need a train that leaving Cambridge for Ely.,Train-Inform,3.0,3.0,2.0,3.0,,Train,Inform,2.75,437,0,2.71,9,Low,Neutral,0,2.0,1,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0,0,0
10099,SYSTEM,What day and time would you like to arrive in ely?,Train-Request,,,,,,Train,Request,,437,1,,11,Medium,Positive,0,1.0,0,1.0,0.0909090909090909,0.7272727272727273,0.4545454545454545,1,0,0
10100,USER,I would like to leave on Tuesday and arrive by 13:15.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,437,2,3.0,11,Medium,Positive,0,1.0,0,1.0,0.2727272727272727,0.5454545454545454,0.4545454545454545,0,0,0
10101,SYSTEM,There are several options available that could suit you. The arrival times are anywhere from 06:07 to 12:07. What time do you want to leave?,Train-Select,,,,,,Train,Select,,437,3,,25,Medium,Neutral,0,1.3333333333333333,1,0.92,0.2,0.52,0.44,1,0,0
10102,USER,I'd like the reference number please.,Train-Request,3.0,3.0,4.0,3.0,,Train,Request,3.25,437,4,3.29,6,Medium,Positive,1,1.0,0,1.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0,0,0
10103,SYSTEM,"I'm sorry, I can not give a reference number until we book you a seat. There is a train departing at 07:50 , would you like to book that now?",Train-OfferBook,,,,,,Train,OfferBook,,437,5,,30,Medium,Positive,0,1.5,1,0.8666666666666667,0.2,0.5333333333333333,0.5,1,0,0
10104,USER,Is this one of the stations that provides parking?,,3.0,3.0,3.0,3.0,,,,3.0,437,6,3.0,9,Medium,Neutral,0,2.0,2,1.0,0.1111111111111111,0.6666666666666666,0.5555555555555556,1,0,0
10105,SYSTEM,"Vehicle parking space is available at the station, but consult them about any fees. Shall we proceed with your booking then?",,,,,,,,,,437,7,,21,Medium,Neutral,0,1.0,1,1.0,0.1904761904761904,0.4285714285714285,0.4761904761904761,1,0,0
10106,USER,Can I get one ticket on the train that arrives at 12:07?,Train-Inform,3.0,3.0,2.0,3.0,,Train,Inform,2.75,437,8,2.71,12,Low,Neutral,0,2.0,1,1.0,0.25,0.5,0.5,1,0,0
10107,SYSTEM,Not a problem. Do you need the reference number?,general-greet,,,,,,general,greet,,437,9,,9,Medium,Positive,0,1.0,0,1.0,0.2222222222222222,0.5555555555555556,0.5555555555555556,1,0,0
10108,USER,"Yes, I would like the reference number, please. I am also looking for a guesthouse as well.",Train-Request,3.0,3.0,4.0,3.0,,Train,Request,3.25,437,10,3.29,17,Medium,Positive,1,1.0,0,0.9411764705882352,0.4117647058823529,0.3529411764705882,0.4117647058823529,0,0,0
10109,SYSTEM,a and b guest house located at 124 tension road phone number 01223315702 and is located in the east side.,Hotel-Inform,,,,,,Hotel,Inform,,437,11,,20,Medium,Negative,0,1.0,0,0.9,0.2,0.35,0.35,0,0,0
10110,USER,Is it 4 stars and is there wifi?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,437,12,3.0,8,Medium,Neutral,0,1.0,1,1.0,0.125,0.625,0.625,1,0,0
10111,SYSTEM,It is four starts and it does have wifi.,Hotel-Inform,,,,,,Hotel,Inform,,437,13,,9,Medium,Neutral,0,1.0,2,1.0,0.1111111111111111,0.5555555555555556,0.6666666666666666,0,0,0
10112,USER,"Great! Can I get the address, please?",Hotel-Request,4.0,4.0,2.0,4.0,,Hotel,Request,3.5,437,14,3.42,7,High,Positive,1,1.0,0,1.0,0.5714285714285714,0.2857142857142857,0.4285714285714285,1,1,0
10113,SYSTEM,The address is 124 tenison road postcode cb12dp,Hotel-Inform,,,,,,Hotel,Inform,,437,15,,8,Medium,Neutral,0,1.0,0,1.0,0.5,0.25,0.25,0,0,0
10114,USER,"Also, does it have free parking?",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,437,16,3.0,6,Medium,Positive,0,1.0,1,1.0,0.3333333333333333,0.3333333333333333,0.5,1,0,0
10115,SYSTEM,no it does not have free parking,Hotel-Inform,,,,,,Hotel,Inform,,437,17,,7,Medium,Negative,0,1.0,1,1.0,0.0,0.5714285714285714,0.7142857142857143,0,0,0
10116,USER,I need one with free parking.,Hotel-Inform,3.0,2.0,2.0,3.0,,Hotel,Inform,2.5,437,18,2.42,6,Low,Positive,0,1.0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0
10117,SYSTEM,"I'm sorry, your train reference number is THUZ22RM. Acorn guest house in the north has wifi and parking. Would you like a reservation?",Booking-Inform,,,,,,Booking,Inform,,437,19,,23,Medium,Positive,0,1.0,0,1.0,0.3043478260869565,0.391304347826087,0.3478260869565217,1,0,0
10118,USER,Does acorn guest house have parking for their guests?,,3.0,3.0,3.0,3.0,,,,3.0,437,20,3.0,9,Medium,Neutral,0,1.0,0,1.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,1,0,0
10119,SYSTEM,Parking is unavailable at Acorn Guest house. Do you need any other information?,,,,,,,,,,437,21,,13,Medium,Neutral,0,1.0,0,1.0,0.3076923076923077,0.4615384615384615,0.4615384615384615,1,0,0
10120,USER,Could you tell me whether the Acorn Guest House has a laundry service or self-laundry facilities?,,3.0,3.0,3.0,3.0,,,,3.0,437,22,3.0,16,Medium,Neutral,1,1.0,0,1.0,0.25,0.4375,0.375,1,0,0
10121,SYSTEM,"No, there are no laundry facilities at the hotel. What else can I assist you with today?",,,,,,,,,,437,23,,17,Medium,Negative,0,1.0,0,1.0,0.2941176470588235,0.5294117647058824,0.5882352941176471,1,0,0
10122,USER,"Thanks for the train info. May I have the address for the Acorn guest house, please?",Hotel-Request,3.0,3.0,4.0,3.0,,Hotel,Request,3.25,437,24,3.29,16,Medium,Positive,1,1.0,0,0.8125,0.3125,0.4375,0.4375,1,0,0
10123,SYSTEM,"Yes, it's located at 154 chesterton road. May I help with something else?",general-reqmore,,,,,,general,reqmore,,437,25,,13,Medium,Positive,0,1.0,1,1.0,0.4615384615384615,0.2307692307692307,0.3076923076923077,1,0,0
10124,USER,"No thank you. Now that I have the info, I can take it from here.",general-thank,3.0,3.0,2.0,3.0,,general,thank,2.75,437,26,2.71,15,Low,Negative,1,1.0,2,0.9333333333333332,0.3333333333333333,0.5333333333333333,0.6666666666666666,0,0,0
10125,USER,OVERALL,,3.0,3.0,3.0,3.0,,,,3.0,437,27,3.0,1,Medium,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
10742,USER,Hi. I'm trying to find a restaurant that serves Danish food.,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,465,0,3.0,11,Medium,Neutral,0,1.5,1,1.0,0.3636363636363636,0.2727272727272727,0.2727272727272727,0,0,0
10743,SYSTEM,I'm afraid there are no Danish restaurants in the city. Is there another cuisine you'd like?,Restaurant-Request,,,,,,Restaurant,Request,,465,1,,16,Medium,Positive,0,1.5,0,0.9375,0.3125,0.4375,0.5,1,0,0
10744,USER,How about thai?,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,465,2,3.0,3,Medium,Neutral,0,1.0,0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0,0
10745,SYSTEM,There are two restaurants serving Thai food. Is the expensive price range okay for you?,Restaurant-Recommend,,,,,,Restaurant,Recommend,,465,3,,15,Medium,Positive,0,1.0,0,1.0,0.2666666666666666,0.4,0.3333333333333333,1,0,0
10746,USER,I don't care.,,3.0,2.0,3.0,2.0,,,,2.5,465,4,2.58,3,Low,Negative,0,1.0,0,1.0,0.6666666666666666,0.0,0.6666666666666666,0,0,0
10747,SYSTEM,bangkok city is a nice thai restaurant in the expensive price range. Would you like their location?,general-reqmore,,,,,,general,reqmore,,465,5,,17,Medium,Positive,0,1.0,0,1.0,0.2352941176470588,0.4705882352941176,0.3529411764705882,1,0,0
10748,USER,May I pay with Visa at bangkok city?,,3.0,3.0,3.0,2.0,,,,2.75,465,6,2.87,8,Medium,Negative,0,1.0,0,1.0,0.5,0.375,0.375,1,0,0
10749,SYSTEM,"Yes, major credit cards are an accepted form payment. Did you still need to know the location?",,,,,,,,,,465,7,,17,Medium,Positive,0,1.0,0,1.0,0.1764705882352941,0.2941176470588235,0.3529411764705882,1,0,0
10750,USER,"If I eat there, will they accommodate my need for halal foods?",,3.0,3.0,3.0,2.0,,,,2.75,465,8,2.87,12,Medium,Neutral,0,2.0,1,1.0,0.3333333333333333,0.4166666666666667,0.5,1,0,0
10751,SYSTEM,I'm afraid the menu at Bangkok City does not include halal options. What is your preference for a location?,,,,,,,,,,465,9,,19,Medium,Neutral,0,1.0,0,1.0,0.3684210526315789,0.3684210526315789,0.4736842105263157,1,0,0
10752,USER,Centre please,Restaurant-Inform,3.0,4.0,3.0,3.0,,Restaurant,Inform,3.25,465,10,3.29,2,Medium,Positive,1,1.0,0,1.0,0.5,0.0,0.0,0,0,0
10753,SYSTEM,"Correct, Bangkok City is located in the centre part of town. Would you like the specific contact information?",general-reqmore,,,,,,general,reqmore,,465,11,,18,Medium,Positive,0,1.5,0,0.9444444444444444,0.2777777777777778,0.4444444444444444,0.3333333333333333,1,0,0
10754,USER,"Yes, I will need their address and phone number.",Restaurant-Request,3.0,3.0,3.0,3.0,,Restaurant,Request,3.0,465,12,3.0,9,Medium,Positive,0,1.0,0,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0,0,0
10755,SYSTEM,"The address is 24 Green Street City Centre, and the phone number is 01223 354382.",Restaurant-Inform,,,,,,Restaurant,Inform,,465,13,,15,Medium,Positive,0,1.0,0,0.9333333333333332,0.2,0.3333333333333333,0.3333333333333333,0,0,0
10756,USER,Does this restaurant also offer delivery?,,3.0,4.0,3.0,3.0,,,,3.25,465,14,3.29,6,Medium,Neutral,0,1.0,1,1.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,1,0,0
10757,SYSTEM,Yes Bangkok City does offer delivery. Did you need anything else?,,,,,,,,,,465,15,,11,Medium,Positive,0,1.0,0,1.0,0.2727272727272727,0.0909090909090909,0.2727272727272727,1,0,0
10758,USER,thank you very much!,general-thank,3.0,5.0,3.0,3.0,,general,thank,3.5,465,16,3.58,4,High,Positive,1,1.0,0,1.0,0.25,0.25,0.5,0,1,0
10759,SYSTEM,You are welcome!,general-welcome,,,,,,general,welcome,,465,17,,3,Medium,Positive,0,1.0,0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,1,0
10760,USER,Thank you goodbye.,general-bye,4.0,4.0,3.0,3.0,,general,bye,3.5,465,18,3.58,3,High,Positive,1,1.0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0
10761,USER,OVERALL,,3.0,4.0,3.0,3.0,,,,3.25,465,19,3.29,1,Medium,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
11224,USER,I'd like to find an expensive restaurant in the centre.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,487,0,3.0,10,Medium,Positive,0,1.0,0,1.0,0.2,0.5,0.4,0,0,0
11225,SYSTEM,There are 33 restaurants in the area. What type of food are looking to eat?,Restaurant-Request,,,,,,Restaurant,Request,,487,1,,15,Medium,Neutral,0,1.0,0,0.9333333333333332,0.2,0.5333333333333333,0.5333333333333333,1,0,0
11226,USER,I would like Japanese food.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,487,2,3.0,5,Medium,Positive,0,1.0,0,1.0,0.6,0.4,0.2,0,0,0
11227,SYSTEM,I have found Wagamama that is an expensive Japanese restaurant located in the Centre. Would you like to make a reservation?,Restaurant-Inform,,,,,,Restaurant,Inform,,487,3,,21,Medium,Positive,0,1.0,1,1.0,0.238095238095238,0.5238095238095238,0.4761904761904761,1,0,0
11228,USER,"Yes, can I make a reservation for 4 people at 17:30 on sunday?",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,487,4,3.0,13,Medium,Positive,0,1.0,0,1.0,0.3846153846153846,0.3846153846153846,0.4615384615384615,1,0,0
11229,SYSTEM,Unfortunately I wasn't able to get that reservation. Would you like to try somewhere else?,general-reqmore,,,,,,general,reqmore,,487,5,,15,Medium,Neutral,0,1.0,1,0.9333333333333332,0.2,0.4,0.4,1,0,0
11230,USER,"Yes, I need to find another place like that one though.",,3.0,1.0,3.0,,,,,2.33,487,6,2.33,11,Low,Positive,0,1.0,1,1.0,0.2727272727272727,0.3636363636363636,0.2727272727272727,0,0,0
11231,SYSTEM,"I am sorry there are no others in that area, would a different area be okay?",Restaurant-Request,,,,,,Restaurant,Request,,487,7,,16,Medium,Negative,0,1.0,1,1.0,0.1875,0.5,0.5625,1,0,0
11232,USER,"Maybe try one more time, any type of food, exepensive, in the centre of town.",,3.0,1.0,3.0,,,,,2.33,487,8,2.33,15,Low,Neutral,0,1.0,0,0.9333333333333332,0.3333333333333333,0.4666666666666667,0.4,0,0,0
11233,SYSTEM,"Okay, I've booked you at Little Seoul, a korean place that is expensive in the centre, with reference number PTWG73V3. May I help with anything else?",Booking-Book,,,,,,Booking,Book,,487,9,,26,Medium,Positive,0,1.5,1,0.9615384615384616,0.3461538461538461,0.3846153846153846,0.3846153846153846,1,0,0
11234,USER,Do they have outdoor seating?,,3.0,2.0,3.0,,,,,2.67,487,10,2.67,5,Low,Neutral,0,1.0,1,1.0,0.2,0.6,0.6,1,0,0
11235,SYSTEM,Outdoor seating is not offered by Little Seoul. Can I help you with anything else?,,,,,,,,,,487,11,,15,Medium,Positive,0,1.0,0,1.0,0.2666666666666666,0.4,0.4666666666666667,1,0,0
11236,USER,Can you tell me if they accept Visa?,,3.0,1.0,3.0,,,,,2.33,487,12,2.33,8,Low,Positive,0,1.0,1,1.0,0.125,0.625,0.625,1,0,0
11237,SYSTEM,Credit cards are indeed accepted at Little Seoul. Can I assist you with something else?,,,,,,,,,,487,13,,15,Medium,Positive,0,1.0,0,1.0,0.2,0.3333333333333333,0.4,1,0,0
11238,USER,My baby will be coming along. Are there baby chairs available?,,3.0,2.0,3.0,,,,,2.67,487,14,2.67,11,Low,Neutral,0,1.0,0,0.9090909090909092,0.1818181818181818,0.4545454545454545,0.4545454545454545,1,0,0
11239,SYSTEM,There are no high chairs available there. Do you have any other questions?,,,,,,,,,,487,15,,13,Medium,Negative,0,1.0,0,1.0,0.1538461538461538,0.6153846153846154,0.6153846153846154,1,0,0
11240,USER,No thank you. Goodbye,general-thank,3.0,1.0,3.0,,,general,thank,2.33,487,16,2.33,4,Low,Negative,1,1.0,0,1.0,0.5,0.25,0.25,0,0,0
11241,USER,OVERALL,,3.0,1.0,3.0,,,,,2.33,487,17,2.33,1,Low,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
11306,USER,I'm looking for a decently priced guesthouse I can stay at for the day.,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,491,0,3.0,14,Medium,Neutral,0,2.0,0,0.9285714285714286,0.4285714285714285,0.4285714285714285,0.5,0,0,0
11307,SYSTEM,"I have quite a few guesthouses to choose from, do you have an area of preference and a star rating you'd like to look at?",Hotel-Request,,,,,,Hotel,Request,,491,1,,25,Medium,Positive,0,3.0,0,0.88,0.24,0.48,0.56,1,0,0
11308,USER,"How about a moderately priced, 4 star guesthouse?",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,491,2,3.0,8,Medium,Neutral,0,1.0,0,1.0,0.375,0.25,0.375,1,0,0
11309,SYSTEM,The avalon is in the north area and moderately priced. I has 4 stars and internet. Would you like to book a room?,Hotel-Inform,,,,,,Hotel,Inform,,491,3,,23,Medium,Positive,0,1.0,0,0.9565217391304348,0.2608695652173913,0.5217391304347826,0.4782608695652174,1,0,0
11310,USER,Will the hotel store my luggage for me prior to check-in?,,3.0,3.0,3.0,3.0,,,,3.0,491,4,3.0,11,Medium,Neutral,0,1.0,0,1.0,0.0909090909090909,0.5454545454545454,0.5454545454545454,1,0,0
11311,SYSTEM,You are not allowed to store luggage here. Would you still like to book?,,,,,,,,,,491,5,,14,Medium,Positive,0,1.0,0,0.9285714285714286,0.1428571428571428,0.5714285714285714,0.4285714285714285,1,0,0
11312,USER,Do they have cooking facilities for guests here?,,3.0,2.0,3.0,3.0,,,,2.75,491,6,2.71,8,Low,Neutral,0,1.0,1,1.0,0.125,0.5,0.5,1,0,0
11313,SYSTEM,Avalon does have micowaves available to guest. Should I make a reservation at Avalon for you?,,,,,,,,,,491,7,,16,Medium,Neutral,0,1.0,0,0.9375,0.4375,0.3125,0.5,1,0,0
11314,USER,Can you check whether guests have access to laundry machines or service?,,3.0,2.0,3.0,3.0,,,,2.75,491,8,2.71,12,Low,Neutral,0,1.0,0,1.0,0.1666666666666666,0.4166666666666667,0.4166666666666667,1,0,0
11315,SYSTEM,Only ironing services are available here. Can I help you with anything else?,,,,,,,,,,491,9,,13,Medium,Positive,0,1.0,0,1.0,0.3076923076923077,0.3846153846153846,0.4615384615384615,1,0,0
11316,USER,Yes please. I need it for 3 nights starting on Wednesday. There will be 7 people.,Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,491,10,3.29,16,Medium,Positive,1,1.3333333333333333,1,1.0,0.25,0.375,0.4375,0,0,0
11317,SYSTEM,I reserved a room at the Avalon for 7 people arriving Wednesday for 3 nights. Your reference number is LXMFRZLR. Is there anything else I can help you with?,Booking-Book,,,,,,Booking,Book,,491,11,,29,Medium,Positive,0,1.3333333333333333,0,0.9310344827586208,0.2413793103448276,0.3448275862068966,0.4482758620689655,1,0,0
11318,USER,I'm looking for an attraction called riverboat georgina.,Attraction-Inform,4.0,3.0,3.0,3.0,,Attraction,Inform,3.25,491,12,3.29,8,Medium,Positive,0,1.0,0,1.0,0.375,0.25,0.25,0,0,0
11319,SYSTEM,The Riverboat Georgina is a boat located in the north. Their phone number is 01223902091. Is there anything else I can help with?,Attraction-Inform,,,,,,Attraction,Inform,,491,13,,23,Medium,Positive,0,1.3333333333333333,0,0.9565217391304348,0.2608695652173913,0.4347826086956521,0.4782608695652174,1,0,0
11320,USER,Could you tell me what the entrance fee is?,Attraction-Request,3.0,2.0,3.0,3.0,,Attraction,Request,2.75,491,14,2.71,9,Low,Neutral,1,1.0,0,1.0,0.1111111111111111,0.5555555555555556,0.4444444444444444,1,0,0
11321,SYSTEM,I apologize but the entrance fee for riverboat georgina is unlisted. Their phone number is 01223902091. Is there anything else I can do to help you?,Attraction-Inform,,,,,,Attraction,Inform,,491,15,,26,Medium,Positive,0,1.6666666666666667,1,0.9230769230769232,0.3076923076923077,0.4230769230769231,0.5,1,0,0
11322,USER,I thought someone provided the entrance fee for me before but I just can't remember. Are you sure it's not listed?,Attraction-Request,3.0,1.0,3.0,3.0,,Attraction,Request,2.5,491,16,2.42,21,Low,Positive,0,1.0,2,0.9523809523809524,0.1904761904761904,0.3333333333333333,0.5714285714285714,1,0,0
11323,SYSTEM,"I just double-checked, and it's not listed here. I'm terribly sorry.",Attraction-Inform,,,,,,Attraction,Inform,,491,17,,11,Medium,Negative,0,1.0,1,1.0,0.4545454545454545,0.1818181818181818,0.4545454545454545,0,0,0
11324,USER,"well, okay then, I guess there's nothing else. Have a good day.",,3.0,2.0,3.0,3.0,,,,2.75,491,18,2.71,12,Low,Positive,0,1.0,0,1.0,0.5,0.1666666666666666,0.25,0,0,0
11325,SYSTEM,Thank you for using our service. Have we met all of your needs today?,general-reqmore,,,,,,general,reqmore,,491,19,,14,Medium,Positive,1,1.0,0,1.0,0.1428571428571428,0.5,0.5714285714285714,1,0,0
11326,USER,Yes you have. Thank you. Goodbye.,general-thank,4.0,3.0,3.0,3.0,,general,thank,3.25,491,20,3.29,6,Medium,Positive,1,1.0,0,1.0,0.5,0.1666666666666666,0.1666666666666666,0,0,0
11327,USER,OVERALL,,3.0,2.0,3.0,3.0,,,,2.75,491,21,2.71,1,Low,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
11370,USER,"I heard about the De Luca Cucina and Bar, and I'd like to try it out. Could you help me find it?",Restaurant-Inform,5.0,3.0,3.0,3.0,,Restaurant,Inform,3.5,494,0,3.58,22,High,Positive,1,1.0,2,0.9545454545454546,0.3181818181818182,0.4545454545454545,0.4090909090909091,1,0,0
11371,SYSTEM,de luca cucina and bar is located at 83 Regent Street.,Restaurant-Inform,,,,,,Restaurant,Inform,,494,1,,11,Medium,Neutral,0,1.0,0,1.0,0.4545454545454545,0.2727272727272727,0.2727272727272727,0,0,0
11372,USER,Can you please book me a table for 1 for 19:15 on Tuesday?,,5.0,3.0,3.0,3.0,,,,3.5,494,2,3.58,13,High,Positive,1,1.0,0,0.9230769230769232,0.1538461538461538,0.5384615384615384,0.5384615384615384,1,0,0
11373,SYSTEM,"Yes, I would be happy to book you a table for one at 19:15 on Tuesday. Is there anything else I can help you with?",general-reqmore,,,,,,general,reqmore,,494,3,,25,Medium,Positive,0,1.5,0,0.92,0.24,0.52,0.52,1,0,0
11374,USER,"Yes, Can you please get the phone number as well?",,5.0,3.0,3.0,3.0,,,,3.5,494,4,3.58,10,High,Positive,1,1.0,0,1.0,0.2,0.4,0.4,1,0,0
11375,SYSTEM,"Your reservation for 19:15 at the De Luca Cucina and Bar and the reference number is VDWC6N50. Their phone number is, 01223356666. May I help you with anything else?",Booking-Book,,,,,,Booking,Book,,494,5,,29,Medium,Positive,0,1.0,0,0.896551724137931,0.3103448275862069,0.3793103448275862,0.4137931034482758,1,0,0
11376,USER,"I also need somewhere to stay, a hotel with free wifi and four star rating.",Hotel-Inform,5.0,3.0,3.0,3.0,,Hotel,Inform,3.5,494,6,3.58,15,High,Positive,0,1.0,0,1.0,0.2666666666666666,0.2666666666666666,0.3333333333333333,0,0,0
11377,SYSTEM,What area do you prefer for your hotel?,Hotel-Request,,,,,,Hotel,Request,,494,7,,8,Medium,Neutral,0,1.0,0,1.0,0.125,0.5,0.625,1,0,0
11378,USER,I would like the north please.,Hotel-Inform,5.0,3.0,3.0,3.0,,Hotel,Inform,3.5,494,8,3.58,6,High,Positive,1,1.0,0,1.0,0.3333333333333333,0.5,0.3333333333333333,0,0,0
