,index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,avg_rating,ConvID,turn_id,wt_avg_rating,satisfaction_rating,Intent Type,word_count
19914,19914,USER,"How about Indian, instead?",Restaurant-Inform,3.0,3.0,3.0,4.0,3.0,Restaurant,Inform,3.2,868,2,3.124,Medium,Inform,4
19922,19922,USER,The area doesn't matter.,,3.0,3.0,3.0,4.0,3.0,,,3.2,868,10,3.124,Medium,,4
19944,19944,USER,"Yes, please.",,3.0,3.0,3.0,,,,,3.0,869,8,3.0,Medium,,2
19974,19974,USER,Let's try Italian food.,Restaurant-Inform,3.0,3.0,3.0,4.0,3.0,Restaurant,Inform,3.2,870,14,3.124,Medium,Inform,4
19980,19980,USER,How about wednesday?,Restaurant-Inform,3.0,3.0,3.0,4.0,3.0,Restaurant,Inform,3.2,870,20,3.124,Medium,Inform,3
20034,20034,USER,has it free parking?,Hotel-Inform,3.0,3.0,2.0,3.0,,Hotel,Inform,2.75,873,8,2.709,Low,Inform,4
20042,20042,USER,Just one please.,,3.0,3.0,2.0,2.0,,,,2.5,873,16,2.582,Low,,3
20055,20055,SYSTEM,Where are you going?,Taxi-Request,,,,,,Taxi,Request,,873,29,,Medium,Request,4
20194,20194,USER,I am all set.,,3.0,2.0,3.0,,,,,2.67,878,26,2.667,Low,,4
20212,20212,USER,Is there housekeeping everyday?,,3.0,3.0,3.0,,,,,3.0,879,16,3.0,Medium,,4
20250,20250,USER,"No, price doesn't matter.",,3.0,2.0,3.0,3.0,,,,2.75,881,2,2.709,Low,,4
20329,20329,SYSTEM,How many people?,Booking-Request,,,,,,Booking,Request,,884,13,,Medium,Request,3
20340,20340,USER,the moderately priced one,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,884,24,3.0,Medium,Inform,4
20344,20344,USER,at 12:00 on Sunday.,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,884,28,3.0,Medium,Inform,4
20402,20402,USER,"Yes, try that.",,2.0,2.0,4.0,2.0,,,,2.5,887,10,2.582,Low,,3
20448,20448,USER,How about 2 nights?,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,889,10,3.0,Medium,Inform,4
20510,20510,USER,"Ok, that sounds great.",,4.0,4.0,4.0,,,,,4.0,891,16,4.0,High,,4
20536,20536,USER,are there any guesthouses?,,3.0,3.0,2.0,3.0,,,,2.75,892,16,2.709,Low,,4
20562,20562,USER,Can you try 18:15?,Restaurant-Inform,3.0,2.0,2.0,,,Restaurant,Inform,2.33,893,12,2.333,Low,Inform,4
20601,20601,SYSTEM,you are welcome,general-welcome,,,,,,general,welcome,,894,27,,Medium,welcome,3
20734,20734,USER,"Cheap price range, please!",,3.0,3.0,3.0,3.0,,,,3.0,900,2,3.0,Medium,,4
20740,20740,USER,Please try for 12:30.,,3.0,3.0,3.0,3.0,,,,3.0,900,8,3.0,Medium,,4
20782,20782,USER,What about asian oriental?,Restaurant-Inform,3.0,3.0,3.0,2.0,,Restaurant,Inform,2.75,901,4,2.874,Medium,Inform,4
20784,20784,USER,Do they serve alcohol?,,3.0,2.0,3.0,3.0,,,,2.75,901,6,2.709,Low,,4
20834,20834,USER,Is this a guesthouse?,,3.0,3.0,4.0,3.0,,,,3.25,903,4,3.291,High,,4
20842,20842,USER,Yes please.,,3.0,3.0,3.0,3.0,,,,3.0,903,12,3.0,Medium,,2
20848,20848,USER,Yes please try again.,,2.0,2.0,4.0,2.0,,,,2.5,903,18,2.582,Low,,4
20852,20852,USER,I'm thinking a museum.,Attraction-Inform,3.0,3.0,3.0,3.0,,Attraction,Inform,3.0,903,22,3.0,Medium,Inform,4
20878,20878,USER,Do they offer delivery?,,3.0,2.0,3.0,3.0,,,,2.75,905,6,2.709,Low,,4
20890,20890,USER,How about Cambridge Arts?,,3.0,2.0,3.0,3.0,,,,2.75,905,18,2.709,Low,,4
20920,20920,USER,Are there vegetarian options?,,3.0,2.0,3.0,3.0,,,,2.75,906,18,2.709,Low,,4
20934,20934,USER,Cambridge,Train-Inform,2.0,3.0,3.0,,,Train,Inform,2.67,907,8,2.667,Low,Inform,1
20946,20946,USER,I don't care.,,2.0,3.0,3.0,,,,,2.67,908,2,2.667,Low,,3
20962,20962,USER,Is it moderately priced?,Restaurant-Inform,3.0,3.0,3.0,4.0,,Restaurant,Inform,3.25,909,2,3.126,Medium,Inform,4
20986,20986,USER,Can you try Chinese?,Restaurant-Inform,2.0,3.0,3.0,,,Restaurant,Inform,2.67,910,4,2.667,Low,Inform,4
21036,21036,USER,Is there anything else?,,3.0,3.0,3.0,,,,,3.0,912,2,3.0,Medium,,4
21041,21041,SYSTEM,The Nirala serves Indian,Restaurant-Inform,,,,,,Restaurant,Inform,,912,7,,Medium,Inform,4
21060,21060,USER,id love to book!,,4.0,3.0,3.0,,,,,3.33,913,8,3.333,High,,4
21088,21088,USER,Are there any museums?,Attraction-Inform,3.0,3.0,3.0,,,Attraction,Inform,3.0,914,2,3.0,Medium,Inform,4
21193,21193,SYSTEM,I can suggest allenbell.,Hotel-Recommend,,,,,,Hotel,Recommend,,918,3,,Medium,Recommend,4
21196,21196,USER,is it expensive?,,3.0,2.0,3.0,2.0,,,,2.5,918,6,2.582,Low,,3
21197,21197,SYSTEM,no quite cheap actually,Hotel-Inform,,,,,,Hotel,Inform,,918,7,,Medium,Inform,4
21225,21225,SYSTEM,I'm ready.,,,,,,,,,,919,1,,Medium,,2
21332,21332,USER,Do they deliver?,,3.0,3.0,3.0,3.0,,,,3.0,923,16,3.0,Medium,,3
21398,21398,USER,Could you try Wednesday?,Restaurant-Inform,3.0,3.0,2.0,,,Restaurant,Inform,2.67,926,18,2.667,Low,Inform,4
21400,21400,USER,How about 12:00?,Restaurant-Inform,3.0,3.0,2.0,,,Restaurant,Inform,2.67,926,20,2.667,Low,Inform,3
21416,21416,USER,i don't care.,,3.0,2.0,3.0,3.0,2.0,,,2.6,927,12,2.697,Low,,3
21536,21536,USER,How about Italian food?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,932,20,3.0,Medium,Inform,4
21612,21612,USER,Do they serve alcohol?,,3.0,3.0,3.0,,,,,3.0,936,2,3.0,Medium,,4
21665,21665,SYSTEM,TR2941 arrives at 10:01.,Train-Inform,,,,,,Train,Inform,,939,3,,Medium,Inform,4
21742,21742,USER,Do they allow children?,,3.0,3.0,3.0,,,,,3.0,942,8,3.0,Medium,,4
21758,21758,USER,I don't need parking.,Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,943,2,2.667,Low,Inform,4
21800,21800,USER,"No, I am not.",,3.0,3.0,3.0,2.0,,,,2.75,945,2,2.874,Medium,,4
21846,21846,USER,4 star please,Hotel-Inform,3.0,4.0,3.0,3.0,3.0,Hotel,Inform,3.2,946,24,3.286,Medium,Inform,3
21870,21870,USER,Yes I would please.,,4.0,3.0,3.0,,,,,3.33,947,14,3.333,High,,4
21904,21904,USER,What about delivery?,,3.0,3.0,3.0,4.0,,,,3.25,949,8,3.126,Medium,,3
21929,21929,SYSTEM,They are moderately priced,Restaurant-Inform,,,,,,Restaurant,Inform,,950,13,,Medium,Inform,4
21965,21965,SYSTEM,What type of attraction?,Attraction-Request,,,,,,Attraction,Request,,952,7,,Medium,Request,4
21970,21970,USER,"mediterranean, please.",Restaurant-Inform,2.0,3.0,3.0,,,Restaurant,Inform,2.67,952,12,2.667,Low,Inform,2
22028,22028,USER,Does it have wifi?,Hotel-Inform,2.0,3.0,3.0,3.0,,Hotel,Inform,2.75,955,4,2.709,Low,Inform,4
22038,22038,USER,"Try british food, please.",Restaurant-Inform,3.0,3.0,3.0,2.0,,Restaurant,Inform,2.75,955,14,2.874,Medium,Inform,4
22106,22106,USER,I don't care.,,2.0,3.0,3.0,,,,,2.67,958,4,2.667,Low,,3
22130,22130,USER,Do they have parking?,Hotel-Request,2.0,3.0,3.0,3.0,,Hotel,Request,2.75,959,10,2.709,Low,Request,4
22349,22349,SYSTEM,Do you need parking?,Hotel-Request,,,,,,Hotel,Request,,967,21,,Medium,Request,4
22418,22418,USER,Maybe fifteen minutes earlier?,,3.0,2.0,3.0,,,,,2.67,970,16,2.667,Low,,4
22420,22420,USER,Let's try 13:30 please.,Restaurant-Inform,3.0,2.0,2.0,,,Restaurant,Inform,2.33,970,18,2.333,Low,Inform,4
22654,22654,USER,Great. That will work.,,3.0,3.0,5.0,3.0,,,,3.5,980,6,3.582,High,,4
22700,22700,USER,Maybe the south?,Hotel-Inform,3.0,4.0,3.0,,,Hotel,Inform,3.33,982,4,3.333,High,Inform,3
22712,22712,USER,Is smoking allowed there?,,3.0,4.0,3.0,,,,,3.33,982,16,3.333,High,,4
22808,22808,USER,Do they have internet?,Hotel-Request,3.0,3.0,3.0,3.0,,Hotel,Request,3.0,986,16,3.0,Medium,Request,4
22852,22852,USER,I do not care.,Restaurant-Inform,2.0,2.0,3.0,2.0,3.0,Restaurant,Inform,2.4,989,2,2.303,Low,Inform,4
22884,22884,USER,just one person,Hotel-Inform,3.0,2.0,3.0,3.0,,Hotel,Inform,2.75,990,16,2.709,Low,Inform,3
22906,22906,USER,Do they offer BYOB?,,3.0,4.0,3.0,3.0,3.0,,,3.2,991,12,3.286,Medium,,4
22919,22919,SYSTEM,Have a great trip.,general-bye,,,,,,general,bye,,991,25,,Medium,bye,4
22955,22955,SYSTEM,For how many people?,Train-Request,,,,,,Train,Request,,993,15,,Medium,Request,4
22980,22980,USER,I don't care.,,3.0,3.0,3.0,,,,,3.0,994,4,3.0,Medium,,3
22982,22982,USER,I don't care,,2.0,3.0,2.0,,,,,2.33,994,6,2.333,Low,,3
22992,22992,USER,What is the postcode?,,3.0,3.0,3.0,,,,,3.0,994,16,3.0,Medium,,4
22996,22996,USER,"You, too.",,3.0,3.0,3.0,,,,,3.0,994,20,3.0,Medium,,2
