index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,ConvID,TextLength
21874,USER,I am traveling to Cambridge and am super excited to see some of the local tourist attractions and I am looking for a restaurant call The Varsity Restaurant.,Restaurant-Inform,3,3,3,,,Restaurant,Inform,948,156
21875,SYSTEM,The Varsity Restaurant serves international food at moderate prices. They are located in the centre. Would you like help in making a reservation?,Restaurant-Inform,,,,,,Restaurant,Inform,948,145
21911,SYSTEM,"The cherry hinton village centre is located at colville road, cherry hinton postcode cb19ej. I'm sorry but our system does not have information on what the fee to enter is.",Attraction-Inform,,,,,,Attraction,Inform,949,172
21970,USER,"mediterranean, please.",Restaurant-Inform,2,3,3,,,Restaurant,Inform,952,22
21991,SYSTEM,"Yes. It is a moderately priced hotel in the centre of town. They don't have a star rating, but do offer free wifi. Would you like help booking a room there?",Hotel-Inform,,,,,,Hotel,Inform,953,156
22028,USER,Does it have wifi?,Hotel-Inform,2,3,3,3,,Hotel,Inform,955,18
22030,USER,"yes please, for 4 nights.",Hotel-Inform,3,3,3,3,,Hotel,Inform,955,25
22038,USER,"Try british food, please.",Restaurant-Inform,3,3,3,2,,Restaurant,Inform,955,25
22060,USER,Yes. I need 4 tickets.,Train-Inform,3,3,3,,,Train,Inform,956,22
22095,SYSTEM,They are a moderate priced guesthouse with free parking and internet in the cb41da post code. Would you like me to make a reservation for there?,Hotel-Inform,,,,,,Hotel,Inform,957,144
22139,SYSTEM,I've found it. This is a 4 star hotel that includes free internet. The address is 62 Gilbert Road. You can call 01223353071 to book a room.,Hotel-Inform,,,,,,Hotel,Inform,959,139
22142,USER,Can you try 1 night?,Hotel-Inform,3,3,4,3,,Hotel,Inform,959,20
22260,USER,"Certainly, please book it for 5 people and 5 nights starting from saturday. Please provide me with the reference number and thanks for you help.",Hotel-Inform,4,3,3,4,,Hotel,Inform,964,144
22274,USER,"I'm sorry, I will be departing from the hotel to the restaurant. I don't mind what time it leaves as long as I get to the restaurant by 13:30.",Restaurant-Inform,2,2,3,3,,Restaurant,Inform,964,142
22364,USER,A 4 star rating please.,Hotel-Inform,3,3,3,,,Hotel,Inform,968,23
22384,USER,How about in the north?,Attraction-Inform,3,3,3,,,Attraction,Inform,969,23
22385,SYSTEM,"Okay, the Riverboat Georgina is located in the north on cambridge passenger cruisers, jubilee house. Post code is cb43ax and phone number is 01223902091.",Attraction-Inform,,,,,,Attraction,Inform,969,153
22420,USER,Let's try 13:30 please.,Restaurant-Inform,3,2,2,,,Restaurant,Inform,970,23
22443,SYSTEM,"I cancelled the previous booking for Bangkok city. I found 3 British restaurants in the centre. fitzbillies restaurant, the cambridge chop house, and midsummer house restaurant. Any preference?",Restaurant-Inform,,,,,,Restaurant,Inform,971,193
22451,SYSTEM,"I have two expensive hotels in the center offering wi-fi. Gonville is a 3-star hotel, and University Arms is listed as a four-star property. Both offer free parking as well.",Hotel-Inform,,,,,,Hotel,Inform,971,173
22465,SYSTEM,"Okay, we've got a few options. The best looks like train TR6958 that leaves Cambridge at 20:34 and arrived in Peterborough at 21:24. The price is 13.2 pounds.",Train-Inform,,,,,,Train,Inform,972,158
22539,SYSTEM,"Yes, Cineworld Cinema is in the south part of town unfortunately there are no swimming pools in the south. Can I check another area of town for you?",Attraction-Inform,,,,,,Attraction,Inform,975,148
22628,USER,"I am looking for a restaurant in the centre of town that serves Mexican food. Preferably, some place that is cheap to moderately priced. Are there any in that area?",Attraction-Inform,3,3,3,,,Attraction,Inform,979,164
22630,USER,"Yes, I'm not looking for a restaurant right now, I'm actually looking for a train. I need to go to cambridge from birmingham new street on Saturday after 15:15.",Train-Inform,2,3,3,,,Train,Inform,979,160
22700,USER,Maybe the south?,Hotel-Inform,3,4,3,,,Hotel,Inform,982,16
22704,USER,Does it have free wifi?,Hotel-Inform,3,4,3,,,Hotel,Inform,982,23
22852,USER,I do not care.,Restaurant-Inform,2,2,3,2,3,Restaurant,Inform,989,14
22864,USER,"no, i am also looking for a train. The train should arrive by 08:00 and should go to cambridge. The train should depart from london liverpool street and should leave on saturday.",Train-Inform,2,3,3,2,3,Train,Inform,989,178
22884,USER,just one person,Hotel-Inform,3,2,3,3,,Hotel,Inform,990,15
22898,USER,"I'm sorry, I just thought of a restaurant I had forgotten about. I would like to dine at a particular restaurant called Shiraz Restaurant.",Restaurant-Inform,3,3,3,3,2,Restaurant,Inform,991,138
23002,USER,"Actually, you mentioned its in the east. I really prefer something in the centre of town thats cheap and 4-star rated. It can be a guesthouse or hotel.",Hotel-Inform,3,3,3,3,,Hotel,Inform,995,151
23013,SYSTEM,"Yes, it's in the centre.",Hotel-Inform,,,,,,Hotel,Inform,995,24
23033,SYSTEM,There are 16 trains leaving on Thursday after your dinner. I would think 2 hours should be long enough? So there is one at 18:06 I can recommend.,Train-Inform,,,,,,Train,Inform,996,145
23042,USER,"I wanted to visit a place called Center, could you tell me the hours it's open, and if it is an attraction that I would need to book in advance?",Attraction-Inform,3,3,3,,,Attraction,Inform,997,144
23045,SYSTEM,"Perhaps you were interested in an attraction located in city CENTRE? Theatre? dancing? dining? museums? If not, I can help with hotel booking too.",Attraction-Inform,,,,,,Attraction,Inform,997,146
23047,SYSTEM,There are 44 different attractions in the centre ranging from architecture to nightclubs. What type of entertainment are you interested in?,Attraction-Inform,,,,,,Attraction,Inform,997,139
23052,USER,I would also like to book a table for a restaurant that serves British food and is expensive. I need this to be in the same area as the nightclub.,Restaurant-Inform,2,3,3,,,Restaurant,Inform,997,146
3907,SYSTEM,"Sorry, that was also unsuccessful.",Booking-NoBook,,,,,,Booking,NoBook,168,34
5939,SYSTEM,"I'm sorry, but it's not available.",Booking-NoBook,,,,,,Booking,NoBook,255,34
11605,SYSTEM,I'm sorry those are not available.,Booking-NoBook,,,,,,Booking,NoBook,503,34
13001,SYSTEM,"I'm sorry but I can't make any bookings for attractions. I can only book taxis, restaurants, trains, buses, and hotels for you. You're welcome to call the gallery though.",Booking-NoBook,,,,,,Booking,NoBook,564,170
17405,SYSTEM,I'm sorry to tell you that there is no hotel in any area of town that meets those requirements and can accomodate 6 for 3 days from Sunday.,Booking-NoBook,,,,,,Booking,NoBook,758,139
19665,SYSTEM,Booking was unsuccessful for la margherita. Would you like me to try booking for the Vietnamese restaurant called thanh binh?,Booking-NoBook,,,,,,Booking,NoBook,858,125
19891,SYSTEM,"Yes, Unfortunately I double checked all the hotels available for what you are looking for. They are all booked up for the night.",Booking-NoBook,,,,,,Booking,NoBook,867,128
19901,SYSTEM,"sorry, but Friday is all booked",Booking-NoBook,,,,,,Booking,NoBook,867,31
2777,SYSTEM,There are no trains on Tuesday.,Train-NoOffer,,,,,,Train,NoOffer,118,31
4001,SYSTEM,I'm sorry. There are none.,Attraction-NoOffer,,,,,,Attraction,NoOffer,172,26
4885,SYSTEM,We have no matching results.,Restaurant-NoOffer,,,,,,Restaurant,NoOffer,210,28
5903,SYSTEM,"Sorry, no parks in the west.",Attraction-NoOffer,,,,,,Attraction,NoOffer,254,28
6457,SYSTEM,"I'm sorry there are no hotels in the expensive range with a 0-star rating, the lowest rating for that price range is a 2-star hotel. Are you interested?",Hotel-NoOffer,,,,,,Hotel,NoOffer,278,152
6515,SYSTEM,"Unfortunately, I don't have any hotels meeting those requirements, but I do have several guesthouses that do. Would you be interested in one of those?",Hotel-NoOffer,,,,,,Hotel,NoOffer,281,150
6729,SYSTEM,"No, I'm sorry, it doesn't appear that those trains run on Sundays. Is there a different day you could travel? Also, will you leave from Broxbourne or Cambridge?",Train-NoOffer,,,,,,Train,NoOffer,291,160
6883,SYSTEM,I don't have any guesthouses available that meet your criteria. Would you be willing to stay in a hotel? Or can we search using different criteria?,Hotel-NoOffer,,,,,,Hotel,NoOffer,297,147
8119,SYSTEM,No expensive restaurant,Restaurant-NoOffer,,,,,,Restaurant,NoOffer,353,23
8419,SYSTEM,"No problem, but I'm afraid there are no trains leaving after 16:30 and arriving by 17:00. Might I suggest TR7047, which leaves Cambridge at 16:36 and arrives in Norwich by 17:55?",Train-NoOffer,,,,,,Train,NoOffer,366,178
8931,SYSTEM,"I'm mean, I can't find anything specifically under ""entertainment"" in the towns centre. Would you like to try another area or a different type of attraction?",Attraction-NoOffer,,,,,,Attraction,NoOffer,388,157
9139,SYSTEM,we dont have any in that area.,Attraction-NoOffer,,,,,,Attraction,NoOffer,397,30
10569,SYSTEM,"I'm sorry, there are not guesthouses that meet your criteria. There is 1 guesthouse that is 4 stars in the cheap price range in that area of town.",Hotel-NoOffer,,,,,,Hotel,NoOffer,456,146
12149,SYSTEM,"Price is 10.10 pounds, the travel time is 28 minutes, and the train ID is TR4067. I'm sorry, but I don't see any attractions at the Stansted Airport.",Attraction-NoOffer,,,,,,Attraction,NoOffer,527,149
12259,SYSTEM,I'm sorry. It looks like the guesthouse can't be booked for your stay. There's a 0 star guesthouse also in the north. Would you like me to look there?,Hotel-NoOffer,,,,,,Hotel,NoOffer,532,150
14073,SYSTEM,"I'm sorry, but there are no moderately priced hotels that fit your criteria. Would you like me to look for something moderately priced in a different part of town?",Hotel-NoOffer,,,,,,Hotel,NoOffer,614,163
14193,SYSTEM,"No, it certainly isn't.",Train-NoOffer,,,,,,Train,NoOffer,618,23
14259,SYSTEM,"There are a lot of possibilities here but none indicate free parking, just whether they have parking or not. Could you list places with free parking?",Hotel-NoOffer,,,,,,Hotel,NoOffer,622,149
14587,SYSTEM,I am afraid there is none.,Restaurant-NoOffer,,,,,,Restaurant,NoOffer,636,26
14983,SYSTEM,"I'm sorry, there aren't any Eastern European eateries in the centre. Can I check another part of town for you, or look for a different type of cuisine?",Restaurant-NoOffer,,,,,,Restaurant,NoOffer,655,151
15269,SYSTEM,I'm sorry. There are none.,Attraction-NoOffer,,,,,,Attraction,NoOffer,666,26
15669,SYSTEM,no I am sorry,Attraction-NoOffer,,,,,,Attraction,NoOffer,681,13
16487,SYSTEM,I am sorry I do not have any attractions meeting the criteria you listed. Is there another type of attraction or area you would like me to search?,Attraction-NoOffer,,,,,,Attraction,NoOffer,717,146
16589,SYSTEM,"I'm sorry, but I don't have any hotels in the moderate price range that are 4 stars. If you're interested in a guesthouse, though, we do have options for you.",Hotel-NoOffer,,,,,,Hotel,NoOffer,722,158
16901,SYSTEM,The allenbell is not available.,Hotel-NoOffer,,,,,,Hotel,NoOffer,735,31
18489,SYSTEM,"I am sorry, there are no 5 star hotels available but may I recommend University Arms Hotel which is 4 stars and located in the centre of town?",Hotel-NoOffer,,,,,,Hotel,NoOffer,804,142
19113,SYSTEM,"So sorry, we have no moderately priced lodgings in the centre. We do have two cheap guesthouses and two expensive hotels. Will either of those work for you?",Hotel-NoOffer,,,,,,Hotel,NoOffer,833,156
19271,SYSTEM,no information found,Restaurant-NoOffer,,,,,,Restaurant,NoOffer,839,20
19475,SYSTEM,"No, I'm afraid there aren't.",Hotel-NoOffer,,,,,,Hotel,NoOffer,849,28
19515,SYSTEM,"Sorry, no matches found",Restaurant-NoOffer,,,,,,Restaurant,NoOffer,851,23
21507,SYSTEM,"I am having a problem booking your reservation. There phone number is 01223362456. If you call back in awhile, we can try booking the reservation again.",Train-NoOffer,,,,,,Train,NoOffer,931,152
21845,SYSTEM,Would you prefer a 4 or 3 star guesthouse? I'm sorry we don't have any hotels meeting your needs. The guesthouses are quality establishments though!,Hotel-NoOffer,,,,,,Hotel,NoOffer,946,148
21937,SYSTEM,"I'm sorry, there aren't any.",Restaurant-NoOffer,,,,,,Restaurant,NoOffer,951,28
22615,SYSTEM,"I'm not finding one, sorry.",Attraction-NoOffer,,,,,,Attraction,NoOffer,978,27
1195,SYSTEM,Would you like me to book your tickets?,Train-OfferBook,,,,,,Train,OfferBook,52,39
1397,SYSTEM,I will book it for you now.,Train-OfferBook,,,,,,Train,OfferBook,60,27
3405,SYSTEM,Would you like me to book that for you?,Train-OfferBook,,,,,,Train,OfferBook,145,39
3447,SYSTEM,On Monday the TR3734 arrives by 15:23. Would you like to book some tickets for that? Or perhaps an earlier train if you think that's cutting it too fine.,Train-OfferBook,,,,,,Train,OfferBook,147,153
3543,SYSTEM,"The TR2895 leaves Cambridge at 05:59 on Saturday and arrives at London, Liverpool Street at 07:27. Would you like to book a seat on this train, or keep looking?",Train-OfferBook,,,,,,Train,OfferBook,152,160
3639,SYSTEM,It's 38 minutes. Would you like to book it?,Train-OfferBook,,,,,,Train,OfferBook,156,43
4211,SYSTEM,I have 10 trains leaving from Cambridge to Bishops Stortford on Sunday. The earliest leaves at 05:29 and the latest leaves at 23:29. Would you like to book a seat?,Train-OfferBook,,,,,,Train,OfferBook,181,163
5025,SYSTEM,Train number TR9937 leaves Friday at 10:24 and would get you to your destination by 10:52. The cost would be 10.10 pounds per ticket. Would you like for me to book this for you?,Train-OfferBook,,,,,,Train,OfferBook,217,177
5107,SYSTEM,TR7187 departs from Cambridge at 23:59 and arrives in London Liverpool Street at 01:27. Do you want me to book that for you or move on to restaurant assistance?,Train-OfferBook,,,,,,Train,OfferBook,220,160
5159,SYSTEM,I will go ahead and book that for you.,Train-OfferBook,,,,,,Train,OfferBook,222,38
6087,SYSTEM,TR2192 leaves at 09 21 shall I book it ?,Train-OfferBook,,,,,,Train,OfferBook,262,40
7089,SYSTEM,"There are 7 trains that fit your criteria. The first one after 10 is the TR8377, leaving Cambridge 11:21, arriving Stevenage 12:10. Would you like to book a seat?",Train-OfferBook,,,,,,Train,OfferBook,306,162
7455,SYSTEM,There is one train departing from Cambridge and arriving in Stevenage at 14:43. All other trains arrive earlier or later. Would you like me to book this for you?,Train-OfferBook,,,,,,Train,OfferBook,322,161
8685,SYSTEM,Would you like me to reserve that for you?,Train-OfferBook,,,,,,Train,OfferBook,377,42
9285,SYSTEM,There are several to choose from. The TR1152 leaves at 12:11 and arrives by 12:58. Does that sound suitable? I can book you some tickets if you'd like.,Train-OfferBook,,,,,,Train,OfferBook,402,151
9599,SYSTEM,TR2176 leaves at 09:21. can i book for you?,Train-OfferBook,,,,,,Train,OfferBook,416,43
10035,SYSTEM,"Alright, there are three different trains leaving that morning that will get you there on time. Each one has a duration of twenty-eight minutes, should I book one of them?",Train-OfferBook,,,,,,Train,OfferBook,434,171
11415,SYSTEM,"Sorry about that, the TR2025 costs 14.32 pounds, and is a 60 minute trip. The TR9384 leaves earlier, at 8:32, and costs the same amount. Want me to book one?",Train-OfferBook,,,,,,Train,OfferBook,495,157
13621,SYSTEM,"Okay, trainID TR6697 seems most suitable for you, leaving Kings Lynn on Sunday at 19:11 and arriving in Cambridge by 19:58. The price is 7.84 pounds. Shall I book you in?",Train-OfferBook,,,,,,Train,OfferBook,592,170
13929,SYSTEM,Give me one moment to complete the booking.,Train-OfferBook,,,,,,Train,OfferBook,607,43
14181,SYSTEM,"I have several trains running that day, the earliest I can offer that leaves after 12:30 is TR3108 which leaves at 13:32 and arrives by 14:32, would you like me to book your tickets?",Train-OfferBook,,,,,,Train,OfferBook,617,182
17625,SYSTEM,The closest I have to that is a train arriving at 15:06 and takes 105 minutes to arrive. The train ID for this journey is TR1160. Would you like a reservation?,Train-OfferBook,,,,,,Train,OfferBook,768,159
18149,SYSTEM,Okay! From Cambridge?,Train-OfferBook,,,,,,Train,OfferBook,790,21
20425,SYSTEM,TR2402 arrives at 14:07. Want to book?,Train-OfferBook,,,,,,Train,OfferBook,888,38
20525,SYSTEM,"TR7092 leaves at 17:59, will this be ok?",Train-OfferBook,,,,,,Train,OfferBook,892,40
20593,SYSTEM,for how many people do i book?,Train-OfferBook,,,,,,Train,OfferBook,894,30
22163,SYSTEM,"How silly of me to recommend an early morning train when you need to be there in the afternoon, I apologize TR9992, arrives by 17:06, interested in tickets?",Train-OfferBook,,,,,,Train,OfferBook,960,156
22165,SYSTEM,Let me check into that for you.,Train-OfferBook,,,,,,Train,OfferBook,960,31
1773,SYSTEM,"I take that back, the TR4283 definitely arrives at 06:07, and departs at 05:29. The booking was successful. The total will be 10.1 GBP, payable at the station. Reference number:2P9BM67Z.",Train-OfferBooked,,,,,,Train,OfferBooked,76,186
2177,SYSTEM,"Your reference is 8JTOWQZC, do you need anything else?",Train-OfferBooked,,,,,,Train,OfferBooked,92,54
2197,SYSTEM,I have a 7:29 that gets into Cambridge at 8:07. I booked three people on this train per your instructions. The total cost is 30.29 pounds and your reference is 9AR1CBJM.,Train-OfferBooked,,,,,,Train,OfferBooked,93,169
2661,SYSTEM,ive boked that for you trainID departure destination day leaveAt arriveBy price duration book (optional) TR9900 norwich cambridge friday 05:16 06:35 17.60 pounds 79 minutes,Train-OfferBooked,,,,,,Train,OfferBooked,113,172
2663,SYSTEM,You're all set! The reference number is 44LHUSZT.,Train-OfferBooked,,,,,,Train,OfferBooked,113,49
3569,SYSTEM,"You have been successfully booked for 7 people on Train TR2334, Reference number 01MDBEIB. It departs Norwich at 12:16. Your total cost is 98.56 and is payable at the station.",Train-OfferBooked,,,,,,Train,OfferBooked,153,175
5741,SYSTEM,Sure thing! I've booked 7 tickets on the train leaving Cambridge at 5:59 and arriving London Liverpool Station at 7:27. Your reference number is 86UQDG21. Can I help with anything else?,Train-OfferBooked,,,,,,Train,OfferBooked,247,185
6715,SYSTEM,"Sorry for the misinformation, I must have typo'd. The TR8044 leaves Kings Lynn 09:11, arrives Cambridge 09:58. I've booked you 3 seats, total 29.4GBP, payable at the station. Ref#WYQ30HTP.",Train-OfferBooked,,,,,,Train,OfferBooked,290,188
11077,SYSTEM,YEs its littlelamb5. THanks,Train-OfferBooked,,,,,,Train,OfferBooked,479,27
12109,SYSTEM,"Okay, booked it and your ref. is TJGHMT3I.",Train-OfferBooked,,,,,,Train,OfferBooked,525,42
12367,SYSTEM,"the total fee is 79.67, Reference number is : Z51SW54Y.",Train-OfferBooked,,,,,,Train,OfferBooked,536,55
14197,SYSTEM,"Sure thing, the reference number is D6UJRBDF",Train-OfferBooked,,,,,,Train,OfferBooked,618,44
14255,SYSTEM,"Booking was successful. Departs at 11:19 and arrives at 12:09, that will be 13.2 GBP payable at the station, your reference number is QS1AJEL1. Anything else I can help you with?",Train-OfferBooked,,,,,,Train,OfferBooked,622,178
15925,SYSTEM,Great it's been booked the reference number is DR5MNOOS,Train-OfferBooked,,,,,,Train,OfferBooked,692,55
16351,SYSTEM,"Your 2 seats are reserved on the TR4977, departing Birmingham New Street on Wednesday at 17:40, arriving Cambridge at 20:23. Reference number is ULZ1R0XV. What else may I assist you with?",Train-OfferBooked,,,,,,Train,OfferBooked,712,187
16569,SYSTEM,"4 tickets are booked, your reference number is 41TU2A6G",Train-OfferBooked,,,,,,Train,OfferBooked,721,55
16611,SYSTEM,i have booked you one leaving at 10.19.,Train-OfferBooked,,,,,,Train,OfferBooked,723,39
17417,SYSTEM,I have booked 6 tickets for train TR7656 leaving at 9:01 Tuesday. The total fee is 107.4 GBP payable at the station and the reference number is SGNRTY27. Is there anything else I can help you with?,Train-OfferBooked,,,,,,Train,OfferBooked,758,197
17661,SYSTEM,"Booking for TR2006 departing Ely at 11:35 and arriving in Cambridge at 11:52 has been confirmed. Total fee of 13.2 GBP payable at the station, reference number 024L8BKI. Anything else?",Train-OfferBooked,,,,,,Train,OfferBooked,769,184
19591,SYSTEM,Yes I certainly can. Your reservation number is D48H3C4X.,Train-OfferBooked,,,,,,Train,OfferBooked,854,57
22913,SYSTEM,"I've booked on TR1316 friday leaving cambridge 14:40 arriving at stansted airport at 15:08 cost is 10.10 pounds, referenece E0X8YVGZ. Is there anything else I can help you with?",Train-OfferBooked,,,,,,Train,OfferBooked,991,177
345,SYSTEM,How about curry prince?,Restaurant-Recommend,,,,,,Restaurant,Recommend,14,23
1069,SYSTEM,I have four options for european food. There is our moderate priced restaurants de luca cucina and bar and riverside brasserie. We have an expensive option with darrys cookhouse and wine shop. We also have the river bar steakhouse and grill. I would recommend the riverside brasserie restaurant that is also located in centre. Should I book a reservation for you?,Restaurant-Recommend,,,,,,Restaurant,Recommend,46,363
1983,SYSTEM,I RECOMMEND acorn guest house,Hotel-Recommend,,,,,,Hotel,Recommend,84,29
2703,SYSTEM,"I apologize the Bedouin serves african food. Could I recommend the Slug and Lettuce, or backstreet bistro, if you would prefer something moderately priced the cow pizza kitchen and bar.",Restaurant-Recommend,,,,,,Restaurant,Recommend,115,185
2989,SYSTEM,i recommend worth house for you,Hotel-Recommend,,,,,,Hotel,Recommend,127,31
3507,SYSTEM,How about clowns cafe?,Restaurant-Recommend,,,,,,Restaurant,Recommend,150,22
3887,SYSTEM,"I can recommend the Cambridge University Botanic Gardens, it's both peaceful and interesting. The entrance fee is 4 pounds. Does that sound like what you're looking for?",Attraction-Recommend,,,,,,Attraction,Recommend,168,169
5195,SYSTEM,"The Missing Sock serves international food and is located in the east side of town, at Finders Corner Newmarket Road. Would you like more information or a reservation?",Restaurant-Recommend,,,,,,Restaurant,Recommend,224,167
5437,SYSTEM,what about all saints church?,Attraction-Recommend,,,,,,Attraction,Recommend,234,29
5999,SYSTEM,How about a and b guest house?,Hotel-Recommend,,,,,,Hotel,Recommend,258,30
6781,SYSTEM,How about the ghandi?,Restaurant-Recommend,,,,,,Restaurant,Recommend,293,21
8159,SYSTEM,acorn guest house is very nice.,Hotel-Recommend,,,,,,Hotel,Recommend,355,31
10179,SYSTEM,"As far as thai food goes, I happen to have one place. Good thing is they are very highly recommended. It is called Bangkok City. Would you like a reservation?",Restaurant-Recommend,,,,,,Restaurant,Recommend,440,158
10293,SYSTEM,How about the Avalon?,Hotel-Recommend,,,,,,Hotel,Recommend,445,21
10515,SYSTEM,Would you like British food?,Restaurant-Recommend,,,,,,Restaurant,Recommend,454,28
10881,SYSTEM,No problem. How about The Varsity Restaurant located at 35 Saint Andrews Street City Centre with phone number 01223356060? There is also Bloomsbury Restaurant if you prefer.,Restaurant-Recommend,,,,,,Restaurant,Recommend,471,173
11851,SYSTEM,"You should try Prezzo it is located at 21-24 Northampton Road in the West, post code cb30ad and their number is 0179952160. Do you need more help today?",Restaurant-Recommend,,,,,,Restaurant,Recommend,514,152
13413,SYSTEM,"I'm going to recommend the kings hedges learner pool located at jedburgh court, kings hedges the post code is cb42xh. The phone number is 01223353248.",Attraction-Recommend,,,,,,Attraction,Recommend,583,150
13825,SYSTEM,how about da vinci pizzria?,Restaurant-Recommend,,,,,,Restaurant,Recommend,602,27
14565,SYSTEM,"I apologize. We in fact have six expensive Indian restaurants in the center. The Curry Garden is a fave, would you like me to see if they have a table available?",Restaurant-Recommend,,,,,,Restaurant,Recommend,635,161
15103,SYSTEM,I would recommend allenbell.,Hotel-Recommend,,,,,,Hotel,Recommend,659,28
17535,SYSTEM,Your best bet would be the Express by Holiday Inn Cambridge. It is an expensive 2-star hotel in the east area of town with free wifi and free parking.,Hotel-Recommend,,,,,,Hotel,Recommend,764,150
18143,SYSTEM,I would suggest curry king.,Restaurant-Recommend,,,,,,Restaurant,Recommend,790,27
18487,SYSTEM,"I'd like to suggest Whale of a Time, a wonderful entertainment venue. The phone number is, 01954781018, the address is, unit 8, viking way, bar hill.",Attraction-Recommend,,,,,,Attraction,Recommend,804,149
18947,SYSTEM,I would recommend Riverside Brasserie. It's a moderately priced modern european restaurant located in the centre. Would you like me to make a booking for you?,Restaurant-Recommend,,,,,,Restaurant,Recommend,825,158
20031,SYSTEM,How about the acorn guesthouse?,Hotel-Recommend,,,,,,Hotel,Recommend,873,31
20861,SYSTEM,"I'm sorry, there is nothing showing for Chicken Tikka Masala. There are however 5 expensive Indian restaurants in the west part of Cambridge. I would recommend the Rice Boat.",Restaurant-Recommend,,,,,,Restaurant,Recommend,904,174
20951,SYSTEM,nandos is a nice restaurant in the south part of town and in the cheap price range. Their phone number is 01223 327908 and they are located at Cambridge Leisure Park Clifton Way.,Restaurant-Recommend,,,,,,Restaurant,Recommend,908,178
21193,SYSTEM,I can suggest allenbell.,Hotel-Recommend,,,,,,Hotel,Recommend,918,24
21273,SYSTEM,"Yes, several. The Cambridge Museum of Technology is good, or if you're in a more aquatic frame of mind there's the Abbey Pool and Astroturf Pitch. Do they sound appealing?",Attraction-Recommend,,,,,,Attraction,Recommend,921,171
21749,SYSTEM,how about meghna? it is lovely,Restaurant-Recommend,,,,,,Restaurant,Recommend,942,30
22727,SYSTEM,"I prefer the Cambridge Punter, but I don't have the fee information for any boat attractions. Their number is 07807718591 - I'm sure you could call and find out.",Attraction-Recommend,,,,,,Attraction,Recommend,983,161
78,USER,What is the phone number?,Restaurant-Request,3,3,3,3,,Restaurant,Request,3,25
85,SYSTEM,"Cityroomz is moderately priced and in the centre. Are you open to places that offer free parking, or do you specifically want to avoid it?",Hotel-Request,,,,,,Hotel,Request,4,138
171,SYSTEM,"I can help with that! I just need to know your arrival date, the number of people that will be staying, and how many nights you'd like to stay.",Booking-Request,,,,,,Booking,Request,7,143
307,SYSTEM,What's your price range?,Restaurant-Request,,,,,,Restaurant,Request,13,24
376,USER,"Yes, please tell me your favorite guesthouse in the north and let me know their address and whether they offer free Internet and parking.",Hotel-Request,3,3,3,3,,Hotel,Request,15,137
505,SYSTEM,"To make sure I get the booking right, by the weekend you mean you want to stay for two nights starting Saturday? And how many people will be staying?",Booking-Request,,,,,,Booking,Request,21,149
565,SYSTEM,Where are you departing from?,Taxi-Request,,,,,,Taxi,Request,24,29
589,SYSTEM,What time would you like?,Booking-Request,,,,,,Booking,Request,25,25
678,USER,Could i get the phone number?,Hotel-Request,3,1,3,,,Hotel,Request,30,29
745,SYSTEM,"I am sorry, what day?",Train-Request,,,,,,Train,Request,32,21
1010,USER,I need a train on sunday from cambridge to kings lynn. I'd like to arrive by 09:45. How long is the travel and what is the price? What is train ID?,Train-Request,3,5,3,3,,Train,Request,44,147
1163,SYSTEM,What time you like to leave?,Train-Request,,,,,,Train,Request,51,28
1318,USER,What's the entrance fee?,Attraction-Request,3,3,5,3,3,Attraction,Request,57,24
1458,USER,Yes I need the phone number.,Attraction-Request,3,3,3,,,Attraction,Request,63,28
1487,SYSTEM,I would recommend one of the locally owned restaurants. What is your address? I can find one of the closest to you. Do you want to walk?,Restaurant-Request,,,,,,Restaurant,Request,64,136
1561,SYSTEM,"I am sorry, there is no restaurant serving fusion food in the moderate price range. Would you like any other type of food or different price range?",Restaurant-Request,,,,,,Restaurant,Request,68,147
1793,SYSTEM,"Sadly I was unable to book you for that time period. Is there another day you'd like to check in, or possibly you could stay for a shorter time period?",Booking-Request,,,,,,Booking,Request,77,151
1857,SYSTEM,"I have several options for you, ranging from cheap to expensive in price. Do you have a price range in mind, or perhaps a certain area of town?",Hotel-Request,,,,,,Hotel,Request,80,143
1937,SYSTEM,How many people?,Booking-Request,,,,,,Booking,Request,82,16
2039,SYSTEM,"I am very sorry, but I was unable to book a guesthouse, would you be able to check in at a later day, or could you stay for a shorter period?",Booking-Request,,,,,,Booking,Request,86,141
2065,SYSTEM,"That narrowed it down some, but we still have plenty of options available. Is there anything else you're looking for like a certain price range or maybe internet?",Hotel-Request,,,,,,Hotel,Request,88,162
2111,SYSTEM,Where are you departing from?,Taxi-Request,,,,,,Taxi,Request,90,29
2365,SYSTEM,"I am sorry but there are no hotels in the center of town matching your request. Would you like try a different part of town, price range, or star rating.",Hotel-Request,,,,,,Hotel,Request,101,153
2465,SYSTEM,"There are nine hotels with wifi offered. What price range are you looking for? In the meantime, I will also attempt your restaurant booking.",Hotel-Request,,,,,,Hotel,Request,105,140
2483,SYSTEM,It looks like there aren't any 4-star hotels in the south. Would you like me to search another area or look for different kind of hotel?,Hotel-Request,,,,,,Hotel,Request,106,136
2599,SYSTEM,How many tickets do you need?,Train-Request,,,,,,Train,Request,110,29
2602,USER,What is the departure time?,Train-Request,3,3,3,,,Train,Request,110,27
2677,SYSTEM,For what time please?,Booking-Request,,,,,,Booking,Request,114,21
