conv_id,conv_text,average_rating,satisfaction_rating,sentiment,token_count
432,"USER Can you help me find a place to stay? I want somewhere in the east.
SYSTEM sure, i have 7 options for you
USER We need it to have free wifi.
SYSTEM There are 7 locations offering free wifi in the east. Do you have a price range?
USER Cheap, please. I want to save some money. But I also want it to be a 4 star.
SYSTEM You're in luck! I have 3 cheap, 4-star guesthouses in the east. I recommend the Allenbell. Would you like to book a room?
USER Do they have a parking facility for guest?
SYSTEM No, but there is free off-street parking for guests. Do you need any other information about the Allenbell?
USER If I need an additional bed in my guest room, can they provide one?
SYSTEM No, they cannot provide an extra bed in your guest room. Anything else I can do for you?
USER I just need their postcode and address.
SYSTEM their post code is cb13js and they are located in 517a coldham lane
USER I would also like some cheap Italian food.
SYSTEM I recommend Ask, in the city centre.
USER Thanks and Make sure you get the reference number
SYSTEM Whoa, easy there tiger! I need a date, time and an amount of people before I can book.
USER I'm sorry, I got ahead of myself. I need a table for 6 on Monday night, at 14:30
SYSTEM I'm sorry, I can't book that right now.
USER OK. Could you find another restaurant that serves Italian food that is in the cheap range?
SYSTEM Booking was successful at ask. The table will be reserved for 15 minutes. Reference number is : RK449E7Z.
USER Oh, and do you know if there is free wifi for people that are eating there?
SYSTEM No, ASK does not have WiFi. Is there anything else I can help you with?
USER Thanks, you've been a huge help! I don't need anything more today! Bye!
USER OVERALL",3.33,Medium,Positive,335
433,"USER Hi, I am planning a trip for my family and could use some help with a place to stay.
SYSTEM I can help with that, what would you like to stay at?
USER I would like a hotel on the west side of Cambridge. I prefer an affordable hotel that includes free parking.
SYSTEM I have 2 hotels in the west. Both offer free internet and free parking. One is cheaper and the other is expensive. Do you have a preference?
USER I want the cheap one.
SYSTEM The cheap one is the Cambridge belfry.
USER Does the hotel offer discounts for children?
SYSTEM They do at a rate of 50% off for 5 to 16 year olds, and free for younger children. Would you like me to help you book now?
USER Please book that for 3 people for 3 nights starting on Friday.
SYSTEM Booking was successful. Reference number is : IKC0PEFS.
USER Thanks. I am also looking for a train from Cambridge to Broxbourne on Monday.
SYSTEM sure I can help you with that, when are you leaving or when would you like to arrive and how many tickets would you like?
USER I need the tickets for 3 people. The same ones I am going to the restaurant with.
SYSTEM A train is leaving at 05:01 is that a good time?
USER I need to be in Broxbourne by 2:00. What time does the 05:01 get in? I'm thinking that might be a little early.
SYSTEM it leaves at 5:01 and arrives at 6:01, my mistake
USER Can I bring my bike?
SYSTEM Non folding bikes must be parked at the station. Do you have further questions?
USER Are there restrictions on children? My granddaughter will be with me.
SYSTEM There are no restrictions on children. Would you like me to book you a room?
USER Okay, please book that train for the same group of people on Monday.
SYSTEM Booking was successful, the total fee is 53.7 GBP payable at the station. Your reference number is : KPSSVAA1. Can I help you with anything else today?
USER Great thank you! That's all I need today!
USER OVERALL",3.0,Low,Positive,363
434,"USER What museums are in Cambridge? I am asking ""for a friend"".
SYSTEM There are 23 museums in Cambridge, so it would be a bit much to list them all. Can you give me a specific area to look in?
USER I'm not too particular on the location. Do you have any that you recommend?
SYSTEM Sure. I suggest the Cambridge Artworks. It's in the east section of the city, and is free. Would you like any more information?
USER That sounds good. Can you give me the postcode for the Cambridge Artworks?
SYSTEM The postcode for the cambridge artworks is cb13ef
USER Thank you. I also need info on a train. It should go to Birmingham new street and leave on Monday.
SYSTEM how about TR9195? it leaves at 0501
USER May I buy additional wifi data on the train?
SYSTEM I'm sorry, the train does not offer additional data. Would you like me to proceed with your booking?
USER Will I be able to use my season ticket for this booking?
SYSTEM Yes you can use your ticket. Is there anything else I can help you with?
USER That sounds great, can you get me 6 tickets?
SYSTEM Booking was successful, the total fee is 450.6 GBP payable at the station . Reference number is : PEY94A3O. Can I help you with anything else?
USER Is there a fee for parking at a train station?
SYSTEM Yes, but the fees vary, you should check with the local station. Is there anything I can tell you about the train schedule?
USER No that will be all thank you so much.
USER OVERALL",3.67,High,Positive,273
435,"USER I'm looking for an expensive restaurant in the centre.
SYSTEM I can recommend several restaurants in the centre of town. Are you looking for any type of food in particular
USER Yes, Caribbean food please.
SYSTEM There is no matching restaurant. Would you like to change your search criteria?
USER What about a restaurant that serves european food?
SYSTEM I found 2 expensive european restaurants and 1 expensive modern european restaurant. Which kind would you prefer?
USER I don't have a preference.
SYSTEM Okay, I can book your table at Eraina. They serve european food. How many in your party, what day and time please?
USER I would like to book for Tuesday at 12:45.
SYSTEM Are you looking to book for just yourself?
USER Yes. Just one person.
SYSTEM Great your reference number is 2K1P6FTA. Thank you.
USER Can I get a take out order?
SYSTEM Eraina does not offer take out ordering. Can I assist you with anything else?
USER I also need to find a train from stansted airport to cambridge that arrives by 8:00 on tuesday.
SYSTEM Alright, there are three different trains leaving that morning that will get you there on time. Each one has a duration of twenty-eight minutes, should I book one of them?
USER Yes please, just one ticket. Could I get the reference number for the train you book please?
SYSTEM OK, I've booked you 1 ticket on TR0514, departing stansted airport at 7:24 and arriving cambridge at 7:52. The reference number is P1C2KKFQ. Total fee is 10.1 GBP.
USER Can I change my ticket if I need to?
SYSTEM I'm sorry, but you'll need to ask for a refund and then buy a new ticket. Does that work for you?
USER Perfect, thank you!
SYSTEM Is there anything else I can do for you?
USER Can you tell me whether this train offers disability support services to assist passengers in wheelchairs?
SYSTEM Yes, the train offer passenger assistance if needed. Can I assist with anything else?
USER No, thank so much for all your help.
USER OVERALL",3.67,High,Positive,348
436,"USER I'm looking for a train that leaves on monday after 16:15. Any suggestions?
SYSTEM Where are you departing from and what is your destination?
USER I'm leaving Cambridge and headed to Ely.
SYSTEM There is a train to Ely that leaves at 17:50 on Monday. Would you like me to book it?
USER No, I just need the train ID and arrival time.
SYSTEM Sure the train id is TR4294 and the arrival time is 18:07.
USER How can I reserve a seat on the train?
SYSTEM Sorry. It's not possible to reserve a seat on the train. Anything else I can do for you?
USER What time does the train station in Cambridge open?
SYSTEM The train station is open from 5:00 to 23:00 Monday through Saturday and 7:00 to 22:55 on Sunday. Is there anything else I can help you with?
USER I am also looking for a guesthouse with a rating of 4 stars.
SYSTEM I have several guesthouses with 4 star ratings. Is there a particular area you'd like to be in?
USER It does not matter but I would like free parking.
SYSTEM What price range would you like?
USER Price range is not important, just the four stars.
SYSTEM What area of town would you like?
USER As long as it has free parking, that's all I really need. Can you recommend one and tell me a little about it?
SYSTEM I have 5 guesthouses with free parking. I recommend the Acorn Guest House in 154 Chesterton Road, postcode cb41da.
USER Does it have free internet?
SYSTEM Yes, it has free internet. Would you like me to book it for you?
USER No, just the area and postcode please.
SYSTEM it is in the north area and the post code is cb41da. would you like to make a booking?
USER No, thanks. I'm not ready to book at this time.
SYSTEM Can i help you with anything else today?
USER Does Acorn Guest House charge a parking fee for guests who bring their cars?
SYSTEM There is no parking fee for guests at Acorn Guest House. Can I help you with anything else?
USER Nope. That's all. Goodbye.
USER OVERALL",3.33,Medium,Positive,367
437,"USER I'm looking for entertainment in the centre.
SYSTEM Unfortunately there aren't any venues like that in the centre. There are some in other parts of town that might work for you, though. Do you want to hear about those?
USER Ok, do you have any information about boat attractions?
SYSTEM Were you looking at the riverboat or the camboats?
USER Either one is fine. I just want to attend some type of boat attraction.
SYSTEM There is the riverboat georgina in the north. Would you like their phone number?
USER Actually can I have the post code, address, and information about the entrance fee?
SYSTEM The post code is cb43ax and the address for it is cambridge passenger cruisers at jubilee house. I don't have fee information but I could get you their phone number.
USER No thank you, I do need to find a train going to Cambridge though.
SYSTEM Where will you be leaving from and what day would you like to travel?
USER My child will be riding with me, is there any discounts for children?
SYSTEM Yes, children under five years old are free, under 16 get a 50% discount. Do you know when you would like to travel?
USER The train should leave on friday and should depart from leicester.
SYSTEM There are 19 available trains on Friday, when would you like to leave?
USER I'd like to arrive by 18:45 please.
SYSTEM We have the TR7878 which leaves at 16:09 and arrives at 17:54, would you like me to book you a ticket?
USER No because I have a season ticket. How do I use it?
SYSTEM You will need to acquire a physical ticket from the station's ticket office. There are still seats available on the TR7878 leaving at 16:09. Can I assist you in pre-booking your tickets?
USER Yes, please book 8 seats on TR7878 leaving from leicester to cambridge on friday at 16:09. can I have a reference number please?
SYSTEM Yes, the reference number is O3MYNURT. The fee is 302.39 GBP and you can pay at the station. Is there anything else?
USER Is there public parking at the station?
SYSTEM Yes, but fees may vary by station. Is there anything else I can help you with?
USER No, that is all.
USER OVERALL",3.5,Medium,Positive,385
438,"USER I need a train that leaving Cambridge for Ely.
SYSTEM What day and time would you like to arrive in ely?
USER I would like to leave on Tuesday and arrive by 13:15.
SYSTEM There are several options available that could suit you. The arrival times are anywhere from 06:07 to 12:07. What time do you want to leave?
USER I'd like the reference number please.
SYSTEM I'm sorry, I can not give a reference number until we book you a seat. There is a train departing at 07:50 , would you like to book that now?
USER Is this one of the stations that provides parking?
SYSTEM Vehicle parking space is available at the station, but consult them about any fees. Shall we proceed with your booking then?
USER Can I get one ticket on the train that arrives at 12:07?
SYSTEM Not a problem. Do you need the reference number?
USER Yes, I would like the reference number, please. I am also looking for a guesthouse as well.
SYSTEM a and b guest house located at 124 tension road phone number 01223315702 and is located in the east side.
USER Is it 4 stars and is there wifi?
SYSTEM It is four starts and it does have wifi.
USER Great! Can I get the address, please?
SYSTEM The address is 124 tenison road postcode cb12dp
USER Also, does it have free parking?
SYSTEM no it does not have free parking
USER I need one with free parking.
SYSTEM I'm sorry, your train reference number is THUZ22RM. Acorn guest house in the north has wifi and parking. Would you like a reservation?
USER Does acorn guest house have parking for their guests?
SYSTEM Parking is unavailable at Acorn Guest house. Do you need any other information?
USER Could you tell me whether the Acorn Guest House has a laundry service or self-laundry facilities?
SYSTEM No, there are no laundry facilities at the hotel. What else can I assist you with today?
USER Thanks for the train info. May I have the address for the Acorn guest house, please?
SYSTEM Yes, it's located at 154 chesterton road. May I help with something else?
USER No thank you. Now that I have the info, I can take it from here.
USER OVERALL",3.0,Low,Positive,382
439,"USER I'm looking for a 0 star hotel to stay at that includes free parking. Do you know of any?
SYSTEM I'm sorry, there isn't anything that matches those requirements. Can I look for something else?
USER I need a hotel with free wifi.
SYSTEM I don't have anything with that criteria. Can we try a different area?
USER Can you look again and search all areas.
SYSTEM I did find a 0 star guesthouse with those requirements. Does that interest you? Or would you like me to find a hotel with a different rating perhaps?
USER Can you find another one please?
SYSTEM There are 2 with 0 star ratings, would you prefer to be in the north area or centre?
USER Honestly it doesn't matter to me, either area will do just fine. Just make sure the hotel offers free wifi and parking.
SYSTEM May I suggest, city centre north b and b? Would you like me to book this for you?
USER Does this hotel allow children of all ages?
SYSTEM I'm sorry, children cannot stay here. Shall I still book the room for you?
USER Will they ask me for a security deposit?
SYSTEM no that would not be required Would you like to continue?
USER Does this hotel offer room service or in-room dining?
SYSTEM No, The City Centre North B and B doesn't have room service. Should i make the reservation now?
USER Yes, please. Can you book a room for Monday for 2 people, 4 nights please?
SYSTEM SV6EZZ21 is your reference number for that booking. Is there anything else I can do?
USER I'd like to go to the theatre as well. Can you help me find one?
SYSTEM Sure, I can help you with that. There is 5 theatres in the city. 4 are in the the centre and 1 in the south. Do you have a preference?
USER You can pick one but please give me the entrance fee, area and address of what you pick.
SYSTEM The address of adc theatre is park street and the fee is not known.
USER In what area is the ADC Theatre?
SYSTEM It's located in the centre. Is there anything else I can help you with?
USER please give me the entrance fee area and address
SYSTEM I am sorry, there is no entrance fee listed. They are located on park street. Is there anymore information you need?
USER No, that's all I need today. Thank you.
USER OVERALL",2.5,Low,Positive,417
440,"USER Could you help me find a moderately priced guesthouse?
SYSTEM Yes, there are 15 places that are moderately priced guesthouses. Is there a certain area of town that you prefer?
USER I'd prefer something in the center of town that has free wifi.
SYSTEM I apologize but we don't have anything that fits your criteria. Would you like to change the area or try a hotel?
USER Oh, that's a bummer. Ok, how about trying in the north?
SYSTEM Of course! I have 8 options: 7 of which have 4 stars and 1 has 3 stars. Would you like more information?
USER The stars don't matter. Please book one for 3 people for 5 nights, starting Sunday.
SYSTEM That booking was unsuccessful. Will any other length of stay or starting day be possible?
USER Let's try to start on Monday.
SYSTEM I'm sorry, but there's nothing available starting on Monday.
USER I actually would like it to be on Sunday for 2 nights.
SYSTEM I have reserved 2 nights for 3 people starting on Sunday at the Acorn Guest house which is in the north of the city, is moderately priced and has internet. Reference K0RIYU4Z.
USER Thanks, does the Acorn Guest House have concierge service?
SYSTEM No, Acorn Guest House does not provide concierge service. Anything else I can do for you?
USER I want to bring my dog. Is there a pet fee?
SYSTEM No pets are allowed at the Acorn Guest House. Can I help you with anything else?
USER Thank you for all your help. Good bye.
USER OVERALL",3.0,Low,Positive,264
441,"USER Hello, I am looking for a restaurant. The restaurant should be in the centre and should serve modern eclectic food.
SYSTEM There are no restaurants in that are would you like to try a different area?
USER Are there any other expensive restaurants in that area that may be nice to visit?
SYSTEM There are 33 entries for expensive restaurants in the centre. Would you like to hear some options?
USER Are any of them modern eclectic food?
SYSTEM No, there doesn't seem to be any modern eclectic places at all. Would you like a different type of cuisine?
USER Dang...How about some Thai food instead
SYSTEM As far as thai food goes, I happen to have one place. Good thing is they are very highly recommended. It is called Bangkok City. Would you like a reservation?
USER Yes, I'd like to book for 2 people at 16:45 on tuesday.
SYSTEM I'm sorry, but they seem to be all booked up at that time. Would you like to try a different day or time?
USER does the restaurant has delivery services?
SYSTEM Bangkok city offers take out food . would you like for me to look for a restaurant with delivery services?
USER Can you try booking at 15:45?
SYSTEM Booking was successful. The table will be reserved for 15 minutes. Reference number is : 1NY7QJKY.
USER Does the Bangkok City restaurant serve alcohol?
SYSTEM Yes, Bangkok City serves alcohol to its customers. Are there any other questions I may answer for you?
USER Yes, can you assure me that there are vegetarian options available there?
SYSTEM Bangkok City restaurant do not feature any vegetarian options. Is this ok for you?
USER Fantastic, can you also find me a museum attraction?
SYSTEM There are several wonderful museums in town. Is there a specific area you prefer?
USER Any type would be fine I just need to know the area and entrance fee of one you would recommend.
SYSTEM Cambridge Contemporary Art is very nice. It's in the centre part of town, like the restaurant, and it's free to get in. Can I help you with anything else?
USER No, that is all. Goodbye.
USER OVERALL",3.25,Medium,Positive,366
442,"USER I am leaving Tuesday and need to take a train from Cambridge to Ely
SYSTEM Certainly. It looks like the trip is 17 minutes long. When would you like to leave?
USER I need the train to arrive by 11:15.
SYSTEM The TR3246 arrives at 10:07, would you like to book that train?
USER I want to travel with my child. Can they get discounts for the train?
SYSTEM If they are 5 and under, they are free. For 5 to 16 year olds, there's a 50% discount. Do you want to book the train.
USER When does that train depart?
SYSTEM The train departs at 09:50.
USER Great. I'm not ready to book today though. I am also looking for a place to stay.
SYSTEM where are you staying and for how long and how many rooms please
USER I don't know where I am staying. I'm looking for a guesthouse and I thought you could help.
SYSTEM There is a variety of guesthouses to choose from. How much would you like to spend? We have cheap, moderate, and expensive.
USER I would like the expensive price range.
SYSTEM I don't have anything in the expensive range that fits that criteria.
USER If you can't find a guesthouse, could you look for a hotel?
SYSTEM There are 5 available hotels. What area were you looking to stay?
USER i would prefer the south. are there any in that area?
SYSTEM There is one expensive hotel in the south -- The Lensfield Hotel. It is a 3-star hotel. Would you like to book a room?
USER Does the hotel allow children to stay?
SYSTEM Yes, children are welcome as guests Would you like me to book you a room?
USER please book it for 3 people and 5 nights starting from Thursday. Make sure you get the reference number
SYSTEM The Lensfield Hotel will be expecting the 3 of you to arrive on Thursday and to stay for 5 nights. Your Reference number is : VOGVC4RY.
USER Great, that's all I need, thanks so much for your help! Have a great day!
USER OVERALL",3.33,Medium,Positive,355
443,"USER Hi there! Can you give me some info on Cityroomz?
SYSTEM Cityroomz is located at Sleeperz Hotel, Station Road in the Centre area. It is a moderatley priced hotel with a 0 star rating. Would you like to book a room?
USER Where can I park my car at the hotel?
SYSTEM Cityroomz offers free on-site parking for its guests. Do you want me to start a booking?
USER Does the hotel have a fitness center onsite?
SYSTEM Cityroomz does not offer fitness facilities on the premises. Are you ready to make your reservation?
USER Yes please. I need it for 7 people for 3 nights starting on tuesday.
SYSTEM How many days would you like to book it for?
USER I would like to book it for 3 nights beginning on Tuesday.
SYSTEM Ok, Your rooms have been booked. Your reference number is CYJDAR7R. Is there anything else I can help you with today?
USER Does the hotel offer a daily housekeeping service?
SYSTEM No, there is no daily housekeeping service available. I there anything else I can help you with today?
USER Yeah, I need a restaurant in the west and with expensive pricing.
SYSTEM There are 9 expensive restaurants in the west area. Do you prefer a certain type of food?
USER No, I don't have a preference, but I need the phone number and postcode.
SYSTEM I recommend Graffiti, the number is 01223277977 and the postcode is cb30lx. Would you like me to book a table for you?
USER No, right now, I just need the infor. Thanks!
SYSTEM Can I help you with anything else today?
USER That is all. thanks
USER OVERALL",3.0,Low,Positive,279
444,"USER Can you help me find a train leaving after 9:15 going to Ely? Thanks.
SYSTEM Yes, there are many. Where are you departing from?
USER I am departing out of Cambridge. I really do need to leave sometime after 21:15 for sure.
SYSTEM There are 14 trains available. What day will you be leaving?
USER I would like to reserve a seat on the train is that possible?
SYSTEM We do not offer specific seat reservations, no. On which day of the week you be departing?
USER I'm leaving on Saturday.
SYSTEM I have two on Saturday. Would you like me to book one?
USER Do they have WIFI connections?
SYSTEM Yes, they provide wifi on train. the id is GreatNorthern_WiFi. Does this help?
USER Yes please. I need 6 tickets.
SYSTEM I have booked 6 seats for you on saturday. Would you like some restaurant suggestions in ely?
USER Thank you. I also need a hotel.
SYSTEM Where would you like to stay on your trip?
USER First, can you give me my reference number for the train?
SYSTEM Yes, the Train ID is TR7738.
USER May I change my train ticket later?
SYSTEM You may not change the train ticket; you must apply for a refund. Do you require assistance with anything else?
USER Thank you. I need a hotel with free parking and free wifi.
SYSTEM I'd love to help you with that. There are so many hotel options in the area. Can you help me narrow it down a bit? Area? Price range, etc.?
USER I would like a place like a guesthouse that has at least 4 stars.
SYSTEM We have 16 possible guesthouse matches with parking and internet. What price range are you interested in?
USER Sorry can we go back to the train for a moment? I need the reference number, not the train ID for my booking.
SYSTEM Your reference number is DALA684J
USER Back to the guesthouse now ... what is the price range for your favorite one?
SYSTEM the arbury lodge guesthouse is quite nice. It's cheap too.
USER Thanks, that's all I needed today. Goodbye!
USER OVERALL",3.33,Medium,Positive,359
445,"USER I want to eat. I am looking for a Jamaican restaurant with a moderate price range please.
SYSTEM I'm sorry, there are no moderately priced Jamaican restaurants. What about a different food type?
USER I would really prefer Jamaican. Are there any in the centre part of town?
SYSTEM Unfortunately there is none there as well. Can I broaden your search further?
USER Okay, well how about one that serves modern European food in that area?
SYSTEM I have two modern european restaurants in the centre. Would you like to book at de luca cucina and bar?
USER Yes, that would be great and can you give me the postcode and their address please?
SYSTEM The address is 83 Regent Street, postcode cb21aw. What day and time would you like to book?
USER I will take care of that myself. Could you find me a train going to norwich arriving by 12:45?
SYSTEM I'll be happy to help. I need to know the day and your departure site, please?
USER I leave on Wednesday, departing from Cambridge.
SYSTEM TR9635 will depart cambridge at 10:36 on wednesday and arrive in norwich at 11:55. Would you like me to book tickets for you?
USER May I bring my wheelchair on the train with me?
SYSTEM Yes, you may bring your wheelchair if it's under 300 kg and 70x120cm. Would you like to go with this train?
USER Please book that train.
SYSTEM Of course, how many tickets would you like me to book?
USER What is the charge for WiFi on this train?
SYSTEM You don't have to pay for basic wi-fi service as a passenger. Should we proceed with booking your trip?
USER Another question: is my son eligible for train discount?
SYSTEM The children's discount is free if under 5, and those between 5 and 16 get 50% Would you like to make a reservation for the train?
USER I would like to book a total of 6 tickets. And can I please get the reference number.
SYSTEM I was able to successfully book your tickets for train TR9635. Your reference number is 6144V7BE. Is there anything else I can help you with?
USER No. Thank you very much for your help.
USER OVERALL",3.33,Medium,Positive,375
446,"USER I am looking for a guesthouse to stay in over the weekend. I don't need internet or free parking.
SYSTEM How about the Avalon?
USER Does the Avalon have safety deposit boxes?
SYSTEM I'm sorry, they do not offer safety deposit boxes. Would you like their contact info?
USER The Avalon sounds good. What is the address?
SYSTEM The Avalon is located at 62 Gilbert Road, CB43PD. Would you like me to book this for you?
USER Will I be able to smoke while I'm staying there?
SYSTEM Smoking is not allowed at the hotel. Need anything else for us to help you with?
USER Are dry cleaning services available at this hotel?
SYSTEM Sorry, the Avalon unfortunately doesn't offer dry cleaning services. Would you like me to make this reservation for you?
USER No, I don't need to book right now, but thanks. That's all for today. Goodbye.
USER OVERALL",2.75,Low,Positive,152
447,"USER I am looking for a train to Petersborough.
SYSTEM I'm sorry there are no trains to petersborough. Is there another location I can check for you?
USER No, I need a train from Cambridge to petersborough on Thursday.
SYSTEM There are 38 trains. What time do you want to leave or to arrive by, please?
USER I just need to leave by 08:30.
SYSTEM There is a 8:34 train to Peterborough on Thursday. I would arrive at 9:24.
USER Yes that would be fine please book for 6 people.
SYSTEM Booking was successful, the total fee is 99 GBP payable at the station . Reference number is : 0ZN13UIU
USER Does the train allow me to travel with a mobility scooter?
SYSTEM Yes, the scooter must be under 300 kg and smaller than 70 x 120 cm. Is there anything else I can do for you today?
USER I needs written confirmation on this, is that possible?
SYSTEM You will receive a confirmation by email when you've booked your reservation. Do you have any more questions?
USER When I'm riding the train, will I be able to smoke?
SYSTEM No. Smoking is not allowed on any train. Is there anything else I can help you with?
USER Thank you that is all I needed today.
USER OVERALL",3.0,Low,Positive,218
448,"USER I am looking for some places to go in town. I'm so excited about seeing some of the local attractions.
SYSTEM There are many to choose from! Almost 80. Can you tell me if you have a certain type of place you want to visit?
USER What do you recommend? I will be need the address, entrance fee, and postcode for what you recommend please.
SYSTEM I honestly recommend visiting a famous college such as Christs or Magdalene.
USER Could I have the address, entrance fee, and postcode.
SYSTEM Christ's College is on Saint Andrew's Street and postcode CB23BU. There is no entrance fee. Can I help you with anything else?
USER Yes, I'm also looking for a place to stay. The hotel doesn't need to include internet.
SYSTEM There are about 33 hotels that meet your needs. Can you narrow it down to a certain area of town and price range?
USER I'm sorry,was Christ's College in the centre? I did need something in that area.
SYSTEM Yes it is in the centre.
USER Is there one in the centre with free parking
SYSTEM Sorry, parking isn't something that is mentioned for attractions.
USER Okay. I'd like a hotel that includes free parking then.
SYSTEM alexander bed and breakfast would meet those needs. could i look for something else? or can i book a stay here at this one?
USER Do they allow smoking on the grounds of the B&B?
SYSTEM Smoking is not allowed on the grounds of the Alexander Bed and Breakfast. Would you like me to go ahead and book it?
USER Please book it for 7 people for 5 nights starting Thursday.
SYSTEM I have your rooms booked. The reference number is : OGBAZ8XW. KIs there anything else i can assist you with today?
USER Great I also need a taxi to commute between the two places.
SYSTEM Where will you be leaving from? What time would you like to leave?
USER My plan may change, can I switch it around if I need to?
SYSTEM After the cancellation grace period, only small changes to booking details are allowed. When did you want to depart?
USER Does the taxi service charge a cancellation fee?
SYSTEM Canceling is free up 24 hours in advance but will be charged 10 GBP after that. Did you have any further questions?
USER i want to leave by 10:45
SYSTEM I've got a ride for you. A yellow Skoda. Their phone number is 07546403281
USER Great, thanks! That's everything I needed.
USER OVERALL",3.0,Low,Positive,424
449,"USER I need a place to eat that is expensive.
SYSTEM I've found 57 restaurants that match your request. Is there a particular area you'd like to dine in?
USER In the centre, please.
SYSTEM There are 33 restaurants in that area, do you have a preference of the type of restaurant?
USER i want something with malaysian food.
SYSTEM I am sorry I have no listings for malaysian food,another type?
USER I actually just need an expensive place to dine in the Centre of town.
SYSTEM Kymmoy offers Asian Oriental food. Would you like to book a table there?
USER Actually, does that restaurant offer delivery?
SYSTEM Kymmoy offers delivery to most areas. Would you like me to start a reservation?
USER Yes please. Can you book that for 8 people on Saturday at 15:30?
SYSTEM Sure thing. I will work on getting this booked and be right back with you.
USER Okay, thank you.
SYSTEM you are welcome
USER If Saturday fails, try Monday and provide the reference number. Also looking for a guesthouse in the same area with internet. Provide starts and address please.
SYSTEM Your restaurant booking was successful. This is the reference number PQA4WKNF. It is for Saturday at 15:30 for 8 people.
USER Can you book me two taxi cabs that offer groupon discounts to take us to the restaurant?
SYSTEM I don't think we have any affiliations with Groupon. Is there anything else I can help you with today?
USER Can you tell me if I book a taxi now if I am able to cancel if my plans change?
SYSTEM Yes, you may cancel up to 24 hour for free, 10 gbp after this time frame. Anything else I can do for you?
USER I'm looking for a place to stay. The hotel should be in the same price range as the restaurant and should be in the type of guesthouse.
SYSTEM I am sorry but there are no guesthouses matching. Would you like to try a hotel instead?
USER A hotel would be fine.
SYSTEM Would you like me to book it for you?
USER What expensive hotel do you recommend?
SYSTEM There are two hotels matching your needs and I highly recommend university arms hotel. Do you want me to book it?
USER Does the university arms have a wifi connection?
SYSTEM The University Arms does offer wifi service. Would you like to know their contact information?
USER I just need their address, star level and whether they have internet please.
SYSTEM University arms hotel is 4 stars located on regent street. They have internet and parking. Would you like me to book that for you?
USER Not yet, that's all for now. Thank you for all your help.
USER OVERALL",3.0,Low,Positive,461
450,"USER I want a place to stay in the east.
SYSTEM I have 6 guesthouses and 1 hotel on the east side. What's your price range?
USER Doesn't matter too much. I'd like a 4 star property, though, and would prefer one of the guesthouses.
SYSTEM I'd recommend allenbell on 517a coldham lane. Would you like me to book a room?
USER Do they have meeting facilities onsite?
SYSTEM I'm afraid there is no meeting area in this location. Would you like any more assistance?
USER Do they require a security deposit to make a reservation?
SYSTEM Security deposits are mandatory to make a reservation. Are you looking for restaurants?
USER Could you give me their phone number? I would like to verify that they have free parking.
SYSTEM Allenbell does have parking and the phone is 01223210353. Can I help with anything else?
USER yeah, i need something to eat. i'm starving.
SYSTEM In what area of town?
USER I'm looking for australian food in the moderate price range, any area is fine.
SYSTEM I'm sorry, we do not have any Australian restaurants in the moderate price range. Would you like to choose an alternate food type?
USER I'd also like to try a Turkish restaurant. Is that possible?
SYSTEM I'm sorry but the only restaurants in that part of town serve either Asian food or African food.
USER I don't mind changing the area. I just need moderate pricing and want something that serves Turkish food.
SYSTEM i have 2 choices for you. anatolia is one and the other is efes restaurant. which do you prefer?
USER Lets try anatolia.
SYSTEM Ok great and when would you like a table booked?
USER For 4 people at 17:45 on friday please.
SYSTEM Ok, you have a table for 4 on thursday at 17:45. Reference number is : G684TD29. Can I help with anything else?
USER Does the restaurant have outdoor seating?
SYSTEM There is no outdoor seating available. Is there anything else I can help with?
USER No that will be all. Thank you for your help! Goodbye
USER OVERALL",3.33,Medium,Positive,351
