speaker,text,domain-intent,rating 1,rating 2,rating 3,rating 4,rating 5,domain,intent,avg_rating,conv_ID,turn_id,wt_avg_rating,word_count,satisfaction_rating
SYSTEM,"I'm sorry we do not have the entrance fee, only the phone number which is 01223357851.",Attraction-Inform,,,,,,Attraction,Inform,,612,3,,16,Medium
USER,I also need a place to stay with free parking but internet isn't needed.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,612,4,3.0,14,Medium
SYSTEM,I have about 29 choices. Is there a certain price range or area you prefer?,Hotel-Request,,,,,,Hotel,Request,,612,5,,15,Medium
USER,"Thank you! I don't care about the price range, but I would like to stay in the East part of town, please.",Hotel-Inform,3.0,4.0,4.0,,,Hotel,Inform,3.67,612,6,3.67,22,High
SYSTEM,I like the Carolina Bed and Breakfast. Can I get you information on it?,general-reqmore,,,,,,general,reqmore,,612,7,,14,Medium
USER,"Sorry, my wife just said that we won't stay in a hotel with any less than 4 stars, do you have something that meets that criteria?",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,612,8,3.0,26,Medium
SYSTEM,"I don't have any 4 star hotels, but I do have several 4 star guesthouses. Carolina Bed and Breakfast is a 4 star guesthouse.",Hotel-Inform,,,,,,Hotel,Inform,,612,9,,24,Medium
USER,Is it in the east part of town,,3.0,3.0,3.0,,,,,3.0,612,10,3.0,8,Medium
SYSTEM,"Yes, it is located on the east part of town. Would you like to book a room?",Hotel-Inform,,,,,,Hotel,Inform,,612,11,,17,Medium
USER,Do they allow guests to smoke?,,3.0,3.0,3.0,,,,,3.0,612,12,3.0,6,Medium
SYSTEM,Smoking is not allowed anywhere on the premise. Is there anything else I can help you with today?,,,,,,,,,,612,13,,18,Medium
USER,Does the Carolina Bed and Breakfast offer any cooking facilities that guests can use?,,3.0,3.0,3.0,,,,,3.0,612,14,3.0,14,Medium
SYSTEM,There is no kitchen available but a coffee/tea maker is available. I have it booked. Do you need anything else?,,,,,,,,,,612,15,,20,Medium
USER,"What about outside, is there a designated smoking area?",,3.0,3.0,3.0,,,,,3.0,612,16,3.0,9,Medium
SYSTEM,"No, this establishment does not include any designated spot where smoking is allowed. Shall we proceed with your booking then?",,,,,,,,,,612,17,,20,Medium
USER,"yes for 7 for 5 nights starting saturday, and I need the reference number too please",Hotel-Request,3.0,3.0,3.0,,,Hotel,Request,3.0,612,18,3.0,16,Medium
SYSTEM,Ok. I was to take care of that for you. Your reference number is GURAZE8G.,Booking-Book,,,,,,Booking,Book,,612,19,,15,Medium
USER,"Excellent, thank you for your help today! That will be all.",general-thank,4.0,4.0,4.0,,,general,thank,4.0,612,20,4.0,11,High
USER,OVERALL,,4.0,3.0,3.0,,,,,3.33,612,21,3.33,1,High
USER,I'm looking for a place to stay. Are there any guesthouses that are moderately priced?,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,613,0,3.0,15,Medium
SYSTEM,"Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?",Hotel-Request,,,,,,Hotel,Request,,613,1,,21,Medium
USER,"No, I really don't care what area, but I would like it to have a 4 star rating.",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,613,2,3.0,18,Medium
SYSTEM,I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking.,Hotel-Inform,,,,,,Hotel,Inform,,613,3,,23,Medium
USER,Does the hotel have lift?,,3.0,3.0,2.0,,,,,2.67,613,4,2.67,5,Low
SYSTEM,Warkworth House does have a lift. Does this sound ok?,,,,,,,,,,613,5,,10,Medium
USER,That sounds perfect so long as it has free parking.,Hotel-Inform,3.0,3.0,2.0,,,Hotel,Inform,2.67,613,6,2.67,10,Low
SYSTEM,It certainly does. Would you like to make a reservation?,Booking-Inform,,,,,,Booking,Inform,,613,7,,10,Medium
USER,Yes. I'll need it for 4 people starting on Saturday. We'll be there for 5 nights.,Hotel-Inform,4.0,3.0,3.0,,,Hotel,Inform,3.33,613,8,3.33,16,High
SYSTEM,"I'm sorry, the Warkworth is unavailable for your dates. Perhaps you are flexible with your dates?",Booking-Request,,,,,,Booking,Request,,613,9,,16,Medium
USER,"Well, is it available for at least 4 nights?",Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,613,10,2.67,9,Low
SYSTEM,"I'm sorry, four nights isn't possible either.",Booking-NoBook,,,,,,Booking,NoBook,,613,11,,7,Medium
USER,Do they have a smoking room?,,2.0,3.0,2.0,,,,,2.33,613,12,2.33,6,Low
SYSTEM,"No, they do not have any smoking rooms at this location. Was there anything else you needed?",,,,,,,,,,613,13,,17,Medium
USER,Is there a smoking area outside?,,2.0,3.0,3.0,,,,,2.67,613,14,2.67,6,Low
SYSTEM,"No, there is no area for smoking outside. Would you like to continue booking?",,,,,,,,,,613,15,,14,Medium
USER,"Actually, I misspoke. I need the room for 5 people, for 5 nights, starting Saturday. If that doesn't work, 4 nights is fine.",Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,613,16,2.67,23,Low
SYSTEM,"Your reservation for 5 people has been made for a 4 day stay at Warkworth House, arriving Saturday. Your reference number is 6DF5Q5QJ. Is there anything else I can do?",Booking-Book,,,,,,Booking,Book,,613,17,,30,Medium
USER,"No, that's it. Thank you very much.",general-thank,2.0,3.0,3.0,,,general,thank,2.67,613,18,2.67,7,Low
USER,OVERALL,,2.0,3.0,3.0,,,,,2.67,613,19,2.67,1,Low
USER,I need a guesthouse in the center of the town please.,Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,614,0,3.29,11,Medium
SYSTEM,I have 2. The alexander bed and breakfast and the el shaddai. Both are in the cheap price range.,Hotel-Inform,,,,,,Hotel,Inform,,614,1,,19,Medium
USER,I need it to b moderately priced and include free wifi.,Hotel-Inform,5.0,3.0,3.0,3.0,,Hotel,Inform,3.5,614,2,3.58,11,High
SYSTEM,"I'm sorry, but there are no moderately priced hotels that fit your criteria. Would you like me to look for something moderately priced in a different part of town?",Hotel-NoOffer,,,,,,Hotel,NoOffer,,614,3,,29,Medium
USER,Can we try in the north instead?,Hotel-Inform,2.0,3.0,2.0,2.0,,Hotel,Inform,2.25,614,4,2.29,7,Low
SYSTEM,We have 8 moderately priced guesthouses in the north. Might I suggest the arbury lodge guesthouse?,Hotel-Inform,,,,,,Hotel,Inform,,614,5,,16,Medium
USER,"Alright, can you book me a room please. I want to stay on Sunday for 2 nights.",Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,614,6,3.29,17,Medium
SYSTEM,"Okay, great! How many people will be staying?",Booking-Request,,,,,,Booking,Request,,614,7,,8,Medium
USER,It looks like we'll have a total of 5 people in our party.,Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,614,8,3.29,13,Medium
SYSTEM,I have book a room for 5 people beginning on Sunday and continuing for two nights. Your reference number is 2KMVO8NF. Can I help you find anything else?,Booking-Book,,,,,,Booking,Book,,614,9,,28,Medium
USER,I am looking for a place to dine.,,4.0,3.0,3.0,3.0,,,,3.25,614,10,3.29,8,Medium
SYSTEM,What kind of food are you interested in?,Restaurant-Request,,,,,,Restaurant,Request,,614,11,,8,Medium
USER,I would like to find Asian Oriental.,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,614,12,3.0,7,Medium
SYSTEM,What is your price range?,Hotel-Request,,,,,,Hotel,Request,,614,13,,5,Medium
USER,It doesn't matter as long as it is near the hotel.,Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,614,14,3.29,11,Medium
SYSTEM,Saigon City is located in the north. Would you like me to book you a table?,Restaurant-Inform,,,,,,Restaurant,Inform,,614,15,,16,Medium
USER,Does Saigon City have high chairs for babies?,,4.0,3.0,3.0,3.0,,,,3.25,614,16,3.29,8,Medium
SYSTEM,This establishment does not offer chairs for infants. Would you like me to make reservations?,,,,,,,,,,614,17,,15,Medium
USER,"Yes, Sunday, 5 people for 15:30.",Restaurant-Inform,3.0,3.0,3.0,2.0,,Restaurant,Inform,2.75,614,18,2.87,6,Medium
SYSTEM,Booking was successful. The table will be reserved for 15 minutes. Reference number is : 1H1XOCSA.,Booking-Book,,,,,,Booking,Book,,614,19,,16,Medium
USER,Thank you! I would also like a taxi to get from the guesthouse to the restaurant.,Restaurant-Inform,4.0,4.0,4.0,3.0,,Restaurant,Inform,3.75,614,20,3.87,16,High
SYSTEM,"Booking was completed! A grey Ford will pick you up at 15:15 in front of the guesthouse, contact number 07097490762. Can I assist with anything else?",general-reqmore,,,,,,general,reqmore,,614,21,,26,Medium
USER,May I pay with a Master Card?,,3.0,3.0,3.0,3.0,,,,3.0,614,22,3.0,7,Medium
SYSTEM,"Yes, the charge will be applied to your Mastercard. Do you have any other questions?",,,,,,,,,,614,23,,15,Medium
USER,Can I use my Mastercard for the hotel booking?,,4.0,3.0,3.0,3.0,,,,3.25,614,24,3.29,9,Medium
SYSTEM,Yes Mastercard is allowed as well as all other major credit cards. Would you like to book anything else?,,,,,,,,,,614,25,,19,Medium
USER,i also want to book a taxi to commute between the two places.,Taxi-Inform,3.0,3.0,3.0,2.0,,Taxi,Inform,2.75,614,26,2.87,13,Medium
SYSTEM,Where would you like the 2nd taxi to take you?,Taxi-Request,,,,,,Taxi,Request,,614,27,,10,Medium
USER,"Actually just one taxi was enough, thank you. That's all I need.",Taxi-Inform,3.0,3.0,3.0,2.0,,Taxi,Inform,2.75,614,28,2.87,12,Medium
SYSTEM,you are welcome and thank you too,general-welcome,,,,,,general,welcome,,614,29,,7,Medium
USER,have a lovely day.,general-bye,4.0,4.0,4.0,3.0,,general,bye,3.75,614,30,3.87,4,High
USER,OVERALL,,4.0,4.0,4.0,2.0,,,,3.5,614,31,3.75,1,High
USER,I need to find a train that departs from Cambridge and arrives by 9:15. Can you help?,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,615,0,3.0,17,Medium
SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,,615,1,,4,Medium
USER,I'm traveling to Ely.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,615,2,3.0,4,Medium
SYSTEM,"We can definitely help you with that, I just need to know the day you will be traveling.",Train-Request,,,,,,Train,Request,,615,3,,18,Medium
USER,"For today, arriving by 21:15.",Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,615,4,3.0,5,Medium
SYSTEM,"I'm sorry, I need to know the day you will be traveling.",Train-Request,,,,,,Train,Request,,615,5,,12,Medium
USER,I am departing on Sunday.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,615,6,3.0,5,Medium
SYSTEM,I have a train on Sunday that arrives at 20:07. Would that do?,Train-OfferBook,,,,,,Train,OfferBook,,615,7,,13,Medium
USER,That's perfect. Could you book it for 8 people?,Train-Inform,5.0,3.0,3.0,,,Train,Inform,3.67,615,8,3.67,9,High
SYSTEM,"Booking was successful, the total fee is 28.16 GBP payable at the station . Reference number is : LZLSJZ1K. Anything else I can help with?",Train-OfferBooked,,,,,,Train,OfferBooked,,615,9,,25,Medium
USER,Can I cancel this later if needed?,,3.0,3.0,3.0,,,,,3.0,615,10,3.0,7,Medium
SYSTEM,"You can cancel for a full refund if train is delayed or cancelled, otherwise pay a 12 gbp fee. Anything else I can do for you?",,,,,,,,,,615,11,,26,Medium
USER,"I will be traveling with a wheelchair, is it possible for me to take it on the train with me?",,3.0,3.0,3.0,,,,,3.0,615,12,3.0,20,Medium
SYSTEM,"Yes, generally speaking, you can. Of course, your chair is subject to size and weight restrictions. Is that the answer you were looking for?",,,,,,,,,,615,13,,24,Medium
USER,Thank you! Will you please find me an expensive restaurant in the Centre part of town?,Restaurant-Inform,4.0,4.0,3.0,,,Restaurant,Inform,3.67,615,14,3.67,16,High
SYSTEM,Would you like me to book it for you ?,Booking-Inform,,,,,,Booking,Inform,,615,15,,10,Medium
USER,no booking yet for the restaurant. I want to eat at a restaurant that serves thai food. Do you have any?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,615,16,3.0,21,Medium
SYSTEM,"Bangkok City serves Thai food, and is in the centre part of town. Would you like me to book it for you?",Restaurant-Inform,,,,,,Restaurant,Inform,,615,17,,22,Medium
USER,"Yes please, for 8 people at 11:00 on Sunday.",,3.0,4.0,3.0,,,,,3.33,615,18,3.33,9,High
SYSTEM,What day would you like to book the table for?,Booking-Request,,,,,,Booking,Request,,615,19,,10,Medium
USER,what is the size limit of the mobility scooter I can bring onboard?,,3.0,4.0,3.0,,,,,3.33,615,20,3.33,13,High
SYSTEM,It must be smaller than 70x120 cm and lighter than 300 kg. Do you have any other questions?,,,,,,,,,,615,21,,18,Medium
USER,do they serve alcohol?,,3.0,4.0,3.0,,,,,3.33,615,22,3.33,4,High
SYSTEM,"Yes, Bangkok City does serve alcohol. What day should I book a table for?",,,,,,,,,,615,23,,14,Medium
USER,I just told you! sunday! Now please go on and book and send me the reference number,Restaurant-Inform,3.0,4.0,3.0,,,Restaurant,Inform,3.33,615,24,3.33,17,High
SYSTEM,It seems that I can not reserve that at the moment. Would you like me to try a different restaurant?,general-reqmore,,,,,,general,reqmore,,615,25,,20,Medium
USER,How about at 10:00 instead?,Restaurant-Inform,3.0,4.0,3.0,,,Restaurant,Inform,3.33,615,26,3.33,5,High
SYSTEM,I will book your reservation for 10:00 on Sunday.,Booking-Inform,,,,,,Booking,Inform,,615,27,,9,Medium
USER,"OK, please do that and get me the reference number.",,3.0,4.0,3.0,,,,,3.33,615,28,3.33,10,High
SYSTEM,Booked! The table will be reserved for 15 minutes. Reference number: SDY23J83.,Booking-Book,,,,,,Booking,Book,,615,29,,12,Medium
USER,That's all I need. Thanks for your help tonight.,general-thank,3.0,5.0,3.0,,,general,thank,3.67,615,30,3.67,9,High
USER,OVERALL,,3.0,5.0,3.0,,,,,3.67,615,31,3.67,1,High
USER,Can you tell me if there's a concerthall in the city center?,Attraction-Inform,4.0,3.0,3.0,,,Attraction,Inform,3.33,616,0,3.33,12,High
SYSTEM,There's a place called the Man on the Moon that is a great concert hall. They are located at 2 Norfolk Street. Postcode is cb12lf. Their phone number is 01223474144.,Attraction-Inform,,,,,,Attraction,Inform,,616,1,,30,Medium
USER,What is the entrance fee?,Attraction-Request,4.0,3.0,3.0,,,Attraction,Request,3.33,616,2,3.33,5,High
SYSTEM,"I do not have information on their entrance fee, I'm sorry.",Attraction-Inform,,,,,,Attraction,Inform,,616,3,,11,Medium
USER,"Ok, well thanks anyway. Can you help me find a restaurant in the centre of town also? I prefer something moderately priced.",Restaurant-Inform,4.0,2.0,2.0,,,Restaurant,Inform,2.67,616,4,2.67,22,Low
SYSTEM,"Sure thing, what kind of food would you like. I have several options?",Restaurant-Request,,,,,,Restaurant,Request,,616,5,,13,Medium
USER,I'm not too picky on what kind of food as long as it is good. Can you make a few suggestions please?,Restaurant-Inform,4.0,3.0,3.0,,,Restaurant,Inform,3.33,616,6,3.33,22,High
SYSTEM,"Lan Hong House is Chinese food, Galleria is European style food and the Varsity Restaurant is international dining. Do any of these interest you?",general-reqmore,,,,,,general,reqmore,,616,7,,24,Medium
USER,Find one where i can bring my own drink.,,5.0,3.0,3.0,,,,,3.67,616,8,3.67,9,High
SYSTEM,The Galleria does not currently allow for bYOB. Does the Galleria sound ok?,,,,,,,,,,616,9,,13,Medium
USER,Galleria sounds good. Could I get the postcode for that please?,Restaurant-Request,4.0,2.0,4.0,,,Restaurant,Request,3.33,616,10,3.33,11,High
SYSTEM,"sure, the postcode is cb21uw",Restaurant-Inform,,,,,,Restaurant,Inform,,616,11,,5,Medium
USER,"Thank you, I also need a taxi to commute between the two places.",Taxi-Inform,4.0,3.0,3.0,,,Taxi,Inform,3.33,616,12,3.33,13,High
SYSTEM,Okay. Can you tell me the departure or arrival time?,Taxi-Request,,,,,,Taxi,Request,,616,13,,10,Medium
USER,"I may need to change my taxi booking later, is this possible after I book it?",,3.0,3.0,3.0,,,,,3.0,616,14,3.0,16,Medium
SYSTEM,"After the cancellation grace period, you can still change minor details of your taxi booking. When do you want to depart?",,,,,,,,,,616,15,,21,Medium
USER,How long is the cancellation grace period?,,4.0,3.0,3.0,,,,,3.33,616,16,3.33,7,High
SYSTEM,You can cancel for free up to 24 hours in advance. What time would you like to leave?,,,,,,,,,,616,17,,18,Medium
USER,"I'd like to leave the man on the moon by 04:45, can you set that up for me?",Attraction-Inform,4.0,3.0,3.0,,,Attraction,Inform,3.33,616,18,3.33,18,High
SYSTEM,You got it! I've booked a taxi for you. It'll be a yellow ford with the contact number 07730485057,Taxi-Inform,,,,,,Taxi,Inform,,616,19,,19,Medium
USER,Thanks. That was all I needed. Goodbye.,general-thank,4.0,3.0,3.0,,,general,thank,3.33,616,20,3.33,7,High
USER,OVERALL,,4.0,3.0,3.0,,,,,3.33,616,21,3.33,1,High
USER,"Hi, I I'm looking for a hotel to stay at that is moderately priced and includes free wifi.",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,617,0,3.0,18,Medium
SYSTEM,"I have 17 different options. In order to narrow down an option for you, can you tell me what area you would prefer?",Hotel-Request,,,,,,Hotel,Request,,617,1,,23,Medium
USER,I am not sure but I do want it to have a 4 star rating.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,617,2,3.0,15,Medium
SYSTEM,We have 11 such entries. Does free parking matter to you?,Hotel-Request,,,,,,Hotel,Request,,617,3,,11,Medium
USER,"Not really, but free parking could be nice.",,3.0,3.0,3.0,,,,,3.0,617,4,3.0,8,Medium
SYSTEM,"If you have no other preferences to help narrow it down, may I suggest the Acorn guest house? It's very nice, with free wifi and free parking as well.",Hotel-Inform,,,,,,Hotel,Inform,,617,5,,29,Medium
USER,Do they have facilities for me to cook my own food while I am staying there?,,3.0,3.0,3.0,,,,,3.0,617,6,3.0,16,Medium
SYSTEM,"No, The Acorn Guest House doesn't offer a kitchen for its guests. Will there be anything else you need?",,,,,,,,,,617,7,,19,Medium
USER,Are there rooms available where smoking is allowed?,,3.0,3.0,3.0,,,,,3.0,617,8,3.0,8,Medium
SYSTEM,The entire property is non-smoking at this time. How many people and days do you need a booking for?,,,,,,,,,,617,9,,19,Medium
USER,That is perfect. Please book 3 days starting on Sunday.,Hotel-Inform,4.0,3.0,3.0,,,Hotel,Inform,3.33,617,10,3.33,10,High
SYSTEM,Okay and how many guests will be included in the reservation?,Booking-Request,,,,,,Booking,Request,,617,11,,11,Medium
USER,There will be 4 people for 2 nights starting Monday.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,617,12,3.0,10,Medium
SYSTEM,You said Sunday at first and they you just said Monday. Do you want it for Sunday or Monday?,Booking-Request,,,,,,Booking,Request,,617,13,,19,Medium
USER,Sorry. Monday is what I want.,,2.0,3.0,3.0,,,,,2.67,617,14,2.67,6,Low
SYSTEM,"I'm sorry, but the hotel isn't available for your stated days. Would you like to try another day or a shorter stay?",Booking-Request,,,,,,Booking,Request,,617,15,,22,Medium
USER,Is there another hotel that has a room available for 4 people for 2 nights starting on Monday?,Hotel-Inform,3.0,3.0,2.0,,,Hotel,Inform,2.67,617,16,2.67,18,Low
SYSTEM,There are no rooms available for 2 nights starting on Monday. How about a different day or a shorter period?,Booking-Request,,,,,,Booking,Request,,617,17,,20,Medium
USER,"Okay, how about for 1 night?",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,617,18,3.0,6,Medium
SYSTEM,"Your booking request was successful!, Would you like the reference number? Or is there anything else I can help with?",Booking-Book,,,,,,Booking,Book,,617,19,,20,Medium
USER,Yes. I do need the booking number and would also like to check into a train.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,617,20,3.0,16,Medium
SYSTEM,Where would you like to depart from?,Train-Request,,,,,,Train,Request,,617,21,,7,Medium
USER,I'd like to go from Broxbourne to Cambridge on Monday.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,617,22,3.0,10,Medium
SYSTEM,"Hi, we have several trains leaving on monday. Is there a particular time of day, you'd like to leave?",general-greet,,,,,,general,greet,,617,23,,19,Medium
USER,I would like to leave after 12:30,Taxi-Inform,3.0,3.0,3.0,,,Taxi,Inform,3.0,617,24,3.0,7,Medium
SYSTEM,"I have several trains running that day, the earliest I can offer that leaves after 12:30 is TR3108 which leaves at 13:32 and arrives by 14:32, would you like me to book your tickets?",Train-OfferBook,,,,,,Train,OfferBook,,617,25,,34,Medium
USER,Can I bring my bike on the train?,,3.0,3.0,3.0,,,,,3.0,617,26,3.0,8,Medium
SYSTEM,"Only folding bikes are allowed, regular bikes must be left at the station. Would you like to book your train tickets?",,,,,,,,,,617,27,,21,Medium
USER,"Yes, please, and can I have a confirmation number as well?",,3.0,3.0,3.0,,,,,3.0,617,28,3.0,11,Medium
SYSTEM,Absolutely. How many tickets would you like to get?,Train-Request,,,,,,Train,Request,,617,29,,9,Medium
USER,I only need one ticket. Thank you.,general-thank,4.0,3.0,3.0,,,general,thank,3.33,617,30,3.33,7,High
SYSTEM,"I have booked your ticket for one, is there anything else you need?",Train-OfferBooked,,,,,,Train,OfferBooked,,617,31,,13,Medium
USER,What is the travel time for the train?,Train-Request,3.0,3.0,3.0,,,Train,Request,3.0,617,32,3.0,8,Medium
SYSTEM,The train leaves at 13:32 and arrives 14:32 for a travel time of 60 minutes. Is there anything else you need?,general-reqmore,,,,,,general,reqmore,,617,33,,21,Medium
USER,That's all. Thanks! Goodbye!,general-thank,3.0,3.0,3.0,,,general,thank,3.0,617,34,3.0,4,Medium
USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,617,35,3.0,1,Medium
USER,"I've heard that the only trains out of Cambridge leave before 8:00. That's not really true, is it?",Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,618,0,3.0,18,Medium
SYSTEM,"No, it certainly isn't.",Train-NoOffer,,,,,,Train,NoOffer,,618,1,,4,Medium
USER,Is there a train that departs from cambridge after 08:00 on Wednesday that goes to birmingham new street?,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,618,2,3.0,18,Medium
SYSTEM,There is. There is actually an 08:01 but that might be too close. How about a 09:01?,Train-Inform,,,,,,Train,Inform,,618,3,,17,Medium
USER,The 08:01 is fine actually. Can you book it for 6 people?,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,618,4,3.0,12,Medium
SYSTEM,"Sure thing, the reference number is D6UJRBDF",Train-OfferBooked,,,,,,Train,OfferBooked,,618,5,,7,Medium
USER,Can I use my season ticket to pay for this?,,3.0,3.0,3.0,,,,,3.0,618,6,3.0,10,Medium
SYSTEM,"Yes you can, just stop at the ticket office to pick up a physical ticket for the ride. Anything else I can help you with?",,,,,,,,,,618,7,,25,Medium
USER,Thank you. I also need information about finches bed and breakfast.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,618,8,3.0,11,Medium
USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,618,9,3.0,1,Medium
USER,I need a really inexpensive restaurant on the east side.,Restaurant-Inform,4.0,3.0,3.0,,,Restaurant,Inform,3.33,619,0,3.33,10,High
SYSTEM,What type of food are you looking for?,Restaurant-Request,,,,,,Restaurant,Request,,619,1,,8,Medium
USER,I don't care.,,4.0,3.0,3.0,,,,,3.33,619,2,3.33,3,High
SYSTEM,There's a restaurant that serves international food called The Missing Sock. Does that sound good?,Restaurant-Recommend,,,,,,Restaurant,Recommend,,619,3,,15,Medium
USER,Do they happen to have live music?,,4.0,3.0,3.0,,,,,3.33,619,4,3.33,7,High
SYSTEM,"No, they do not have live music. Is there anything else I can help you with?",,,,,,,,,,619,5,,16,Medium
USER,Does The Missing Sock have outdoor seating?,,4.0,3.0,3.0,,,,,3.33,619,6,3.33,7,High
SYSTEM,"They do not offer outdoor seating, sadly Is there anything else I can help you with?",,,,,,,,,,619,7,,16,Medium
USER,"Do they take to go orders, also?",,3.0,3.0,3.0,,,,,3.0,619,8,3.0,7,Medium
SYSTEM,"I'm sorry, they do not do take-out. Would you like their contact info?",,,,,,,,,,619,9,,13,Medium
USER,What is the address?,Restaurant-Request,4.0,3.0,3.0,,,Restaurant,Request,3.33,619,10,3.33,4,High
SYSTEM,Their address is Finders Corner Newmarket Road.,Restaurant-Inform,,,,,,Restaurant,Inform,,619,11,,7,Medium
USER,how about their postcode?,,4.0,3.0,3.0,,,,,3.33,619,12,3.33,4,High
SYSTEM,Their postcode is C.B. 1 7 D.Y,Restaurant-Inform,,,,,,Restaurant,Inform,,619,13,,7,Medium
USER,"Thank you, goodbye.",general-bye,4.0,3.0,3.0,,,general,bye,3.33,619,14,3.33,3,High
USER,OVERALL,,4.0,3.0,3.0,,,,,3.33,619,15,3.33,1,High
USER,I am looking for a cantonese restaurant in the north part of town.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,620,0,3.0,13,Medium
SYSTEM,What price range are you looking for?,Restaurant-Request,,,,,,Restaurant,Request,,620,1,,7,Medium
USER,I don't care.,,3.0,3.0,3.0,,,,,3.0,620,2,3.0,3,Medium
SYSTEM,"Unfortunately, there are no Cantonese restaurants in the north part of town.",Restaurant-NoOffer,,,,,,Restaurant,NoOffer,,620,3,,12,Medium
USER,"Okay then, how about a restaurant that serves asian oriental type of food in the north part of town then?",Restaurant-Inform,2.0,3.0,3.0,,,Restaurant,Inform,2.67,620,4,2.67,20,Low
SYSTEM,Saigon city serves asian oriental food and is located in the north part of town. Would you like their location?,Restaurant-Inform,,,,,,Restaurant,Inform,,620,5,,20,Medium
USER,Do they have an outdoor dining area?,,3.0,3.0,3.0,,,,,3.0,620,6,3.0,7,Medium
SYSTEM,I'm afraid there is no outdoor seating available. May I assist with something else?,,,,,,,,,,620,7,,14,Medium
USER,Will you check to see if they have any highchairs or other baby-safe chairs available?,,3.0,3.0,3.0,,,,,3.0,620,8,3.0,15,Medium
SYSTEM,"No, the highchairs or other baby-safe chairs are not available. Is there anything else I can help you with?",,,,,,,,,,620,9,,19,Medium
USER,What is the address and phone number?,Restaurant-Request,3.0,3.0,2.0,,,Restaurant,Request,2.67,620,10,2.67,7,Low
SYSTEM,The address for Saigon City is 169 High Street Chesterton Chesterton and the phone number is 01223 356555.,Restaurant-Inform,,,,,,Restaurant,Inform,,620,11,,18,Medium
USER,Can you tell me if Saigon City offers orders to go?,,3.0,3.0,3.0,,,,,3.0,620,12,3.0,11,Medium
SYSTEM,"No, The Saigon City doesn't offer take out as an option. Anything else I can do for you?",,,,,,,,,,620,13,,18,Medium
USER,Thank you for the information. Bye now,general-bye,4.0,2.0,2.0,,,general,bye,2.67,620,14,2.67,7,Low
USER,OVERALL,,3.0,2.0,3.0,,,,,2.67,620,15,2.67,1,Low
USER,"Hello, I am looking for a moderately priced restaurant that serves european food.",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,621,0,3.0,13,Medium
SYSTEM,Would the centre part of town be convenient for you?,Restaurant-Select,,,,,,Restaurant,Select,,621,1,,10,Medium
USER,I don't care.,,2.0,3.0,2.0,,,,,2.33,621,2,2.33,3,Low
SYSTEM,May I suggest the Hotel du Vin and Bistro?,Restaurant-Recommend,,,,,,Restaurant,Recommend,,621,3,,9,Medium
USER,Can you please give me the address and phone number?,Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,621,4,3.0,10,Medium
SYSTEM,Their address is 15 - 19 Trumpington Street and phone number is 01223 227330.,Restaurant-Inform,,,,,,Restaurant,Inform,,621,5,,14,Medium
USER,Does this restaurant accept to go orders like others do?,,3.0,3.0,4.0,,,,,3.33,621,6,3.33,10,High
SYSTEM,"No, this restaurant does not offer takeout. Anything else I can do for you?",,,,,,,,,,621,7,,14,Medium
USER,Does Hotel du Vin and Bistro offer free wi-fi while I'm dining there?,,3.0,3.0,3.0,,,,,3.0,621,8,3.0,13,Medium
