index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,avg_rating,ConvID,turn_id
12630,USER,Are there any meeting or banquet facilities onsite at the Alpha-Milton Guesthouse?,,4.0,3.0,3.0,3.0,,,,3.25,548,8
12631,SYSTEM,No. There are no meeting or banquet facilities onsite at the Alpha-Milton Guesthouse. Anything else I can do for you?,,,,,,,,,,548,9
12632,USER,"Yes, I'd like to know if there are any places in town in the south that is the type of multiple sports?",Attraction-Inform,4.0,3.0,3.0,3.0,,Attraction,Inform,3.25,548,10
12633,SYSTEM,"There are no multiple sports in the south, but there are multiple sports in the east. Do you want to stay with an attraction in the south?",Attraction-Inform,,,,,,Attraction,Inform,,548,11
12634,USER,"A park will be okay, just looking for somewhere to get exercise on the trip.",Attraction-Inform,3.0,3.0,3.0,2.0,,Attraction,Inform,2.75,548,12
12635,SYSTEM,"sheep's green and lammas land park fen causeway is a park in the south. It's very nice, and admission is free. Can I get you any other information on the park?",Attraction-Inform,,,,,,Attraction,Inform,,548,13
12636,USER,Does the hotel allow smoking?,,3.0,2.0,3.0,3.0,,,,2.75,548,14
12637,SYSTEM,"Sorry, no smoking is allowed at this location. Would you like me to make a reservation for you?",,,,,,,,,,548,15
12638,USER,Do they offer designated outdoor smoking?,,3.0,3.0,3.0,2.0,,,,2.75,548,16
12639,SYSTEM,There are no areas for smoking at this hotel. Do you need any more information?,,,,,,,,,,548,17
12640,USER,"Yes, I need the phone number and postcode please.",Attraction-Request,3.0,4.0,3.0,3.0,,Attraction,Request,3.25,548,18
12641,SYSTEM,The phone number is 01223302580 and the post code is cb22ad.,Attraction-Inform,,,,,,Attraction,Inform,,548,19
12642,USER,Thank you so much. That is all I need today.,general-thank,4.0,4.0,3.0,3.0,,general,thank,3.5,548,20
12643,USER,OVERALL,,3.0,2.0,3.0,3.0,,,,2.75,548,21
12644,USER,"Hi, can you help me find a train on Monday, please?",Train-Inform,5.0,3.0,3.0,3.0,3.0,Train,Inform,3.4,549,0
12645,SYSTEM,"Sure, where will you be departing from?",Train-Request,,,,,,Train,Request,,549,1
12646,USER,I'm departing from leicester.,Train-Inform,5.0,3.0,3.0,3.0,3.0,Train,Inform,3.4,549,2
12647,SYSTEM,There are many trains available on that day. At what time will you be traveling?,Train-Request,,,,,,Train,Request,,549,3
12648,USER,I will be leaving by 5:15.,Train-Inform,5.0,3.0,3.0,3.0,3.0,Train,Inform,3.4,549,4
12649,SYSTEM,what is your destination?,Train-Request,,,,,,Train,Request,,549,5
12650,USER,It should go to leicester,,5.0,3.0,3.0,3.0,3.0,,,3.4,549,6
12651,SYSTEM,Did you mean departing from Leicester and going to Cambridge? We do not have trains from Leicester to Leicester.,Train-NoOffer,,,,,,Train,NoOffer,,549,7
12652,USER,"sorry, im going from cambridge to leicester",Train-Inform,2.0,2.0,2.0,3.0,2.0,Train,Inform,2.2,549,8
12653,SYSTEM,TR8631 will leave at 5:21 and arrive by 7:06. Would you like to make a reservation?,Train-OfferBook,,,,,,Train,OfferBook,,549,9
12654,USER,Does the train allow bikes onboard?,,5.0,3.0,3.0,3.0,3.0,,,3.4,549,10
12655,SYSTEM,You may bring a folding bike onboard the train. Nonfolding bikes must park at the station. Anything else I can do for you?,,,,,,,,,,549,11
12656,USER,"Yes, I need to know if you guys provide WiFi services. Do you?",,3.0,3.0,3.0,3.0,2.0,,,2.8,549,12
12657,SYSTEM,Basic Wifi service is available under the ID GreatNorthern_WiFi. Is there anything else I can do for you today?,,,,,,,,,,549,13
12658,USER,Can I smoke on the train?,,5.0,3.0,3.0,3.0,3.0,,,3.4,549,14
12659,SYSTEM,Unfortunately passengers cannot smoke on the train at this time Would you like for me to book for you?,,,,,,,,,,549,15
12660,USER,"Yes, please make a booking for 3 people.",Train-Inform,3.0,3.0,3.0,4.0,3.0,Train,Inform,3.2,549,16
12661,SYSTEM,"Booking was successful, the total fee is 113.4 GBP payable at the station .Reference number is : 60SBSNJP.",Train-OfferBooked,,,,,,Train,OfferBooked,,549,17
12662,USER,"Thank you for your time and help, sorry for the confusion. Have a great day !",general-thank,4.0,4.0,3.0,4.0,4.0,general,thank,3.8,549,18
12663,SYSTEM,have a great day too.,,,,,,,,,,549,19
12664,USER,Have a nice day.,general-bye,5.0,4.0,5.0,4.0,5.0,general,bye,4.6,549,20
12665,SYSTEM,Thank you. You as well.,general-greet,,,,,,general,greet,,549,21
12666,USER,Can you suggest places to go in town centre? I'm interested in a college. Let me know the entrance fee and the phone number please.,Attraction-Inform,5.0,3.0,3.0,3.0,3.0,Attraction,Inform,3.4,549,22
12667,SYSTEM,I have the downing college located at regent street with free entrance fee.,Attraction-Inform,,,,,,Attraction,Inform,,549,23
12668,USER,Please get me their phone number,Attraction-Request,5.0,3.0,3.0,3.0,3.0,Attraction,Request,3.4,549,24
12669,SYSTEM,I have several available. How does Christ's college on saint andrew's street with free entrance sound? Their phone number is 01223334900.,Attraction-Inform,,,,,,Attraction,Inform,,549,25
12670,USER,That is all.,,5.0,3.0,3.0,3.0,3.0,,,3.4,549,26
12671,USER,OVERALL,,5.0,3.0,3.0,3.0,3.0,,,3.4,549,27
12672,USER,"Yes, I'm looking for an expensive hotel to stay at, can you help me?",Hotel-Inform,4.0,3.0,3.0,3.0,3.0,Hotel,Inform,3.2,550,0
12673,SYSTEM,Is there a specific side of town you'd like to be on?,Hotel-Request,,,,,,Hotel,Request,,550,1
12674,USER,"Yes, I would like to stay in the city centre. Also, I would need free parking.",Hotel-Inform,5.0,3.0,3.0,3.0,3.0,Hotel,Inform,3.4,550,2
12675,SYSTEM,You have the Gonville Hotel or the University Arms to choose from. The Gonville is a 3 star hotel while the University Arms is 4 star.,Hotel-Inform,,,,,,Hotel,Inform,,550,3
12676,USER,Are both hotels or are they guest houses?,Hotel-Inform,3.0,3.0,2.0,3.0,3.0,Hotel,Inform,2.8,550,4
12677,SYSTEM,They are both hotels. Would you like for me to book one of these hotels for you?,Hotel-Inform,,,,,,Hotel,Inform,,550,5
12678,USER,"Yes. I would like to stay at University Arms for 2 people, for 2 nights, starting from Friday.",Hotel-Inform,2.0,2.0,2.0,3.0,3.0,Hotel,Inform,2.4,550,6
12679,SYSTEM,Booking was unsuccessful. Would you like to find another hotel?,general-reqmore,,,,,,general,reqmore,,550,7
12680,USER,What is the guest parking lot at University Arms like?,,5.0,2.0,2.0,2.0,2.0,,,2.6,550,8
12681,SYSTEM,There is parking but it is not free. Is there anything else you would like to know?,,,,,,,,,,550,9
12682,USER,Is there any dry cleaning service there?,,3.0,3.0,2.0,3.0,3.0,,,2.8,550,10
12683,SYSTEM,Yes. It is available for a fee. What do you think? Does it work for you?,,,,,,,,,,550,11
12684,USER,That's too bad. Would you be able to find me a different hotel in the same price range?,Hotel-Inform,1.0,1.0,2.0,1.0,1.0,Hotel,Inform,1.2,550,12
12685,SYSTEM,"i'm sorry, i was unable to find a different hotel that matches your criteria and the availability that you wanted.",Hotel-NoOffer,,,,,,Hotel,NoOffer,,550,13
12686,USER,"Thats disappointing,thank you andgoodbye.",general-thank,2.0,2.0,2.0,1.0,2.0,general,thank,1.8,550,14
12687,SYSTEM,"Hold on, I forgot about the Gonville Hotel I mentioned earlier. I got you a room. Your reference number is : B01G0B4W. Can I do anything else?",Hotel-Inform,,,,,,Hotel,Inform,,550,15
12688,USER,Do they have a fitness center at the hotel that I can use?,,3.0,3.0,3.0,2.0,3.0,,,2.8,550,16
12689,SYSTEM,The hotel does not offer a fitness center on site. Is there any other way I could help you?,,,,,,,,,,550,17
12690,USER,That is all. Thank you.,general-thank,3.0,3.0,3.0,2.0,3.0,general,thank,2.8,550,18
12691,USER,OVERALL,,1.0,1.0,1.0,1.0,2.0,,,1.2,550,19
12692,USER,"Hi, I'd like to find a place to stay that includes free wi-fi.",general-greet,3.0,3.0,3.0,,,general,greet,3.0,551,0
12693,SYSTEM,"I have quite a few places that offer wifi, is there is a certain price range you are looking for?",Hotel-Request,,,,,,Hotel,Request,,551,1
12694,USER,Something cheap would be good.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,551,2
12695,SYSTEM,I have about 10 different places. Do you have a preference on the area of town?,Hotel-Request,,,,,,Hotel,Request,,551,3
12696,USER,No not really. But I would prefer a hotel and like both free wifi and parking if possible.,Hotel-Inform,2.0,2.0,3.0,,,Hotel,Inform,2.33,551,4
12697,SYSTEM,The Cambridge belfry is a hotel in the west that is cheap and has both free internet and wifi. Would you like to book this?,Hotel-Inform,,,,,,Hotel,Inform,,551,5
12698,USER,That's fine. I'll need it for three nights starting on Sunday.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,551,6
12699,SYSTEM,"Unfortunately, that day doesn't work. Can we try booking another day or a shorter stay, perhaps?",Booking-Request,,,,,,Booking,Request,,551,7
12700,USER,Is there another hotel that matches that criteria?,Hotel-Inform,3.0,2.0,2.0,,,Hotel,Inform,2.33,551,8
12701,SYSTEM,Unfortunately that's the only hotel that suits your criteria.,Hotel-Inform,,,,,,Hotel,Inform,,551,9
12702,USER,"I will try and restate so you can look again, I need free wifi and parking, cheap place, type of room does not matter.",Hotel-Inform,3.0,3.0,2.0,,,Hotel,Inform,2.67,551,10
12703,SYSTEM,There are 10 places that match your criteria. What part of town would you like to stay in?,Hotel-Request,,,,,,Hotel,Request,,551,11
12704,USER,It doesn't matter. Whatever is available nearby will be fine.,,3.0,2.0,3.0,,,,,2.67,551,12
12705,SYSTEM,I will give it a try again. How many people will there be?,Booking-Request,,,,,,Booking,Request,,551,13
12706,USER,there are 4 of us.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,551,14
12707,SYSTEM,"You are booked at the Alexander B & B. It is cheap, with wifi and parking included. Your reference number is ZTRMOKWM. Is there anything else?",Booking-Book,,,,,,Booking,Book,,551,15
12708,USER,Do I need to pay the Alexander B & B a security deposit now since you just booked my reservation?,,3.0,2.0,3.0,,,,,2.67,551,16
12709,SYSTEM,A 50% non-refundable security deposit is required for booking at the Cambridge Belfry. Do you need anything else?,,,,,,,,,,551,17
12710,USER,Is it possible to put an extra bed in the room?,,3.0,3.0,2.0,,,,,2.67,551,18
12711,SYSTEM,sorry that would not be possible Would you like to continue?,,,,,,,,,,551,19
12712,USER,Are there any kind of fitness centers onsite there?,,3.0,2.0,2.0,,,,,2.33,551,20
12713,SYSTEM,There is a gym available onsite. Would you like to know anything more?,,,,,,,,,,551,21
12714,USER,No. That is all!,,3.0,3.0,2.0,,,,,2.67,551,22
12715,SYSTEM,Have a nice day and enjoy your stay. Bye.,general-bye,,,,,,general,bye,,551,23
12716,USER,Thank you for your assistance.,general-thank,4.0,3.0,3.0,,,general,thank,3.33,551,24
12717,USER,OVERALL,,3.0,3.0,2.0,,,,,2.67,551,25
12718,USER,"I'm looking for a place to stay, please.",,4.0,4.0,3.0,3.0,,,,3.5,552,0
12719,SYSTEM,In what area would you like to stay?,Hotel-Request,,,,,,Hotel,Request,,552,1
12720,USER,I prefer the east part of town. And a 4 star rating if possible.,Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,552,2
12721,SYSTEM,I have 6 in that area. Do you have a price range in mind?,Hotel-Request,,,,,,Hotel,Request,,552,3
12722,USER,"No, price range doesn't really matter. It don't really care if they offer internet though.",Hotel-Request,3.0,3.0,2.0,3.0,,Hotel,Request,2.75,552,4
12723,SYSTEM,Might I suggest the Leverton house? it's located in the east.,Hotel-Recommend,,,,,,Hotel,Recommend,,552,5
12724,USER,"Can you tell me if they allow children, my grandson will be with me.",,3.0,3.0,3.0,3.0,,,,3.0,552,6
12725,SYSTEM,"Yes, children of all ages are welcome at the Leverton House. Do you have any other questions about the Leverton House?",,,,,,,,,,552,7
12726,USER,Is it a safe place to stay ?,,3.0,3.0,3.0,3.0,,,,3.0,552,8
12727,SYSTEM,I do not have that info.,,,,,,,,,,552,9
12728,USER,What is the price range?,Restaurant-Request,3.0,3.0,3.0,2.0,,Restaurant,Request,2.75,552,10
12729,SYSTEM,The Leverton house is in the cheap price range.,Hotel-Inform,,,,,,Hotel,Inform,,552,11
12730,USER,Ok. That will be fine. I am also looking for a restaurant called Nandos City centre. What type of food do they serve?,Restaurant-Request,3.0,3.0,3.0,3.0,,Restaurant,Request,3.0,552,12
12731,SYSTEM,Nandos city centre serves portuguese food. They're in the cheap price range and they're at 33-34 Saint Andrews Street.,Restaurant-Inform,,,,,,Restaurant,Inform,,552,13
12732,USER,At the restaurant am I able to pay with Visa?,,3.0,3.0,3.0,2.0,,,,2.75,552,14
12733,SYSTEM,"Yes, the restaurant does accept Visa. Can I help you with anything else today?",,,,,,,,,,552,15
12734,USER,I need a taxi to pick me up at the hotel and drop me at Nandos city center by 09:00,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,552,16
12735,SYSTEM,I booked a black BMW and the contact number is 07017169232. Is there anything else I can help you with?,general-reqmore,,,,,,general,reqmore,,552,17
12736,USER,Can I pay for the taxi with VISA?,,4.0,3.0,3.0,3.0,,,,3.25,552,18
12737,SYSTEM,"Yes, you can pay for the taxi with Visa. Is that all for today?",,,,,,,,,,552,19
12738,USER,"Perfect, thank you.",general-thank,4.0,4.0,4.0,3.0,,general,thank,3.75,552,20
12739,USER,OVERALL,,4.0,3.0,3.0,3.0,,,,3.25,552,21
12740,USER,I am on a budget and need a cheap place to eat.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,553,0
12741,SYSTEM,There are 22 cheap places to eat in the area. Do you have a preference of food type?,Restaurant-Request,,,,,,Restaurant,Request,,553,1
12742,USER,I'd like Indonesian food located in the city's centre. Do you have anything like that?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,553,2
12743,SYSTEM,there is none that serves that food. can you change location?,Restaurant-Request,,,,,,Restaurant,Request,,553,3
12744,USER,I can't change the location but I can eat spanish food instead. Is that an option?,Restaurant-Inform,3.0,3.0,2.0,,,Restaurant,Inform,2.67,553,4
12745,SYSTEM,la raza is fine for you. can i give you the contact?,Restaurant-Inform,,,,,,Restaurant,Inform,,553,5
12746,USER,Does this restaurant offer free wifi for in-dining customers?,,3.0,3.0,2.0,,,,,2.67,553,6
12747,SYSTEM,La Raza doesn't currently have any wifi? Shall I make a reservation for you?,,,,,,,,,,553,7
12748,USER,Does the restaurant have outdoor seating?,,3.0,3.0,2.0,,,,,2.67,553,8
12749,SYSTEM,There is no outdoor seating offered there Do you wanna book it?,,,,,,,,,,553,9
12750,USER,Can I place orders for takeout?,,3.0,3.0,3.0,,,,,3.0,553,10
12751,SYSTEM,Take out is not available at this restaurant. Is there anything else I can do for you today?,,,,,,,,,,553,11
12752,USER,"Actually, it would be quite helpful if you'd book a table for 3 at 13:00 on Monday.",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,553,12
12753,SYSTEM,Booking was successful. The table will be reserved for 15 minutes. Reference number is : UKTN9VKD.,Booking-Book,,,,,,Booking,Book,,553,13
12754,USER,"Great, I am also looking for a place to stay. I would prefer a guesthouse and in the same area as the restaurant.",Hotel-Inform,4.0,4.0,3.0,,,Hotel,Inform,3.67,553,14
12755,SYSTEM,El Shaddai is an inexpensive guesthouse with internet service. Would you like me to make you a reservation there?,Hotel-Inform,,,,,,Hotel,Inform,,553,15
12756,USER,I would also like it to have a 4 star rating and free parking,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,553,16
12757,SYSTEM,"alexander bed and breakfast fits those criteria, would you like me to book a stay?",Hotel-Inform,,,,,,Hotel,Inform,,553,17
12758,USER,"No, I don't need a booking, just the address.",Hotel-Request,2.0,3.0,3.0,,,Hotel,Request,2.67,553,18
12759,SYSTEM,The address is 56 Saint Barnabas Road. Is there anything else that I can help you with?,general-reqmore,,,,,,general,reqmore,,553,19
12760,USER,That'll be all. Thank you.,general-thank,4.0,3.0,3.0,,,general,thank,3.33,553,20
12761,USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,553,21
12762,USER,I'm looking for a restaurant called graffiti.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,554,0
12763,SYSTEM,Graffiti is an expensive British restaurant in the west. Would you like me to book it for you?,Restaurant-Inform,,,,,,Restaurant,Inform,,554,1
12764,USER,Does Graffiti allow BYOB options?,,3.0,3.0,3.0,,,,,3.0,554,2
12765,SYSTEM,They do not allow BYOB at GRAFFITI. Would you still like to book a reservation here?,,,,,,,,,,554,3
12766,USER,Yes book for 7 people on tuesday for 15:30 please.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,554,4
12767,SYSTEM,"I'm sorry, that booking was unsuccessful. Shall I try for another day or time?",Booking-Request,,,,,,Booking,Request,,554,5
12768,USER,That's too bad. Please book any other restaurant that is in the west and expensive.,Restaurant-Inform,3.0,3.0,2.0,,,Restaurant,Inform,2.67,554,6
12769,SYSTEM,"Okay, I've booked you at Travellers Rest, which also serves british food. Your reference number is FOEJZBZI. Anything else I can help with?",Booking-Book,,,,,,Booking,Book,,554,7
12770,USER,Does the restaurant also have vegetarian dishes available?,,3.0,3.0,3.0,,,,,3.0,554,8
12771,SYSTEM,Yes! They do have dishes that can meet your needs if you have dietary restrictions. Thanks for your questions and have a good day.,,,,,,,,,,554,9
12772,USER,Will they have baby chairs there?,,3.0,3.0,3.0,,,,,3.0,554,10
12773,SYSTEM,This restaurant has high chairs available. Anything else?,,,,,,,,,,554,11
12774,USER,"That is all, thanks.",general-thank,3.0,3.0,3.0,,,general,thank,3.0,554,12
12775,SYSTEM,Have a good day,general-bye,,,,,,general,bye,,554,13
12776,USER,"Thank you, you, too.",general-thank,3.0,3.0,3.0,,,general,thank,3.0,554,14
12777,USER,OVERALL,,4.0,3.0,3.0,,,,,3.33,554,15
12778,USER,"Hi, I am looking for information on place to go.",general-greet,5.0,3.0,3.0,,,general,greet,3.67,555,0
12779,SYSTEM,What area of town are you interested in going to?,Attraction-Request,,,,,,Attraction,Request,,555,1
12780,USER,I would like to go to the centre of town,Attraction-Inform,4.0,3.0,3.0,,,Attraction,Inform,3.33,555,2
12781,SYSTEM,I would recommend All Saints Church. They are located on Jesus Lane.,Attraction-Inform,,,,,,Attraction,Inform,,555,3
12782,USER,I would like to go to a college. Do you have any colleges in the centre?,Attraction-Inform,3.0,3.0,3.0,,,Attraction,Inform,3.0,555,4
12783,SYSTEM,There are 13 colleges in the area ranging from free to several pounds admission. I'd suggest christ's college and it's free!,Attraction-Inform,,,,,,Attraction,Inform,,555,5
12784,USER,"That sounds great, what's the postcode please?",Attraction-Request,4.0,4.0,4.0,,,Attraction,Request,4.0,555,6
12785,SYSTEM,The postal code is cb23bu.,Attraction-Inform,,,,,,Attraction,Inform,,555,7
12786,USER,I am also trying to find an expensive restaurant that serves indian food.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,555,8
12787,SYSTEM,We have 14 restaurants matching your query. Do you have an area preference?,Restaurant-Request,,,,,,Restaurant,Request,,555,9
12788,USER,No can you just recommend your favorite to me please,,3.0,2.0,2.0,,,,,2.33,555,10
12789,SYSTEM,I would suggest the curry garden.,Restaurant-Recommend,,,,,,Restaurant,Recommend,,555,11
12790,USER,Does the restaurant allow takeout orders?,,2.0,3.0,3.0,,,,,2.67,555,12
12791,SYSTEM,"No, they do not do takeout here. Did you still want to book a table here?",,,,,,,,,,555,13
12792,USER,Is free wifi available at the Curry Garden?,,4.0,3.0,3.0,,,,,3.33,555,14
12793,SYSTEM,"No, wifi is not available at the Curry Garden. Would you like to make a reservation?",,,,,,,,,,555,15
12794,USER,"That sounds great! Please book it for Thurdsday, at 14:45, and for 3 people.",Restaurant-Inform,3.0,4.0,4.0,,,Restaurant,Inform,3.67,555,16
12795,SYSTEM,"Unfortunately, I am unable to book at this time.",Booking-NoBook,,,,,,Booking,NoBook,,555,17
12796,USER,"Okay. Well, how about 13:45? Is that time available?",Restaurant-Inform,3.0,3.0,4.0,,,Restaurant,Inform,3.33,555,18
12797,SYSTEM,"Your table is booked for 13:45, Ref#5VXVB79S. Is there anything else I can do for you today?",Booking-Book,,,,,,Booking,Book,,555,19
12798,USER,"Great, I also need a taxi to go between the two!",Taxi-Inform,3.0,3.0,4.0,,,Taxi,Inform,3.33,555,20
12799,SYSTEM,A black ford will be picking you up before 13:45 the contact number is 07421810927 is there anything else I can help you with?,Taxi-Inform,,,,,,Taxi,Inform,,555,21
12800,USER,I'm thinking I may need to change my booking. Will that be possible?,,4.0,3.0,3.0,,,,,3.33,555,22
12801,SYSTEM,"Yes, you can make minor changes to your booking later. Is that okay for you?",,,,,,,,,,555,23
12802,USER,No that's everything I needed. Have a great night.,,3.0,3.0,2.0,,,,,2.67,555,24
12803,SYSTEM,Glad to be of help. Have a great day.,general-greet,,,,,,general,greet,,555,25
12804,USER,Before you go--I'm a bit confused. Is the taxi picking me up at the college? At what time? I need to make my reservation at 13:45.,Taxi-Inform,3.0,3.0,3.0,,,Taxi,Inform,3.0,555,26
12805,SYSTEM,"Yes, it's picking you up there and taking you to the restaurant in time for your reservation.",Taxi-Inform,,,,,,Taxi,Inform,,555,27
12806,USER,"Okay, thanks. I'm all set. Goodbye!",general-thank,4.0,3.0,3.0,,,general,thank,3.33,555,28
12807,USER,OVERALL,,4.0,3.0,4.0,,,,,3.67,555,29
12808,USER,"Hi, I am planning a trip and could use some advice on a place to stay.",general-greet,3.0,3.0,3.0,,,general,greet,3.0,556,0
12809,SYSTEM,Sure. What is your price range and what side of town will you be interested in?,Hotel-Request,,,,,,Hotel,Request,,556,1
12810,USER,I would like a moderate price hotel in Cambridge.,Train-Request,3.0,3.0,3.0,,,Train,Request,3.0,556,2
12811,SYSTEM,I have some moderate priced hotels in the north and center. Do you have a location preference?,Hotel-Request,,,,,,Hotel,Request,,556,3
12812,USER,I'm not concerned about the area but it doesn't need to include internet.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,556,4
12813,SYSTEM,There are two 2 star hotels in the north part of town. Ashley Hotel and Lovell Lodge. Both include free internet and parking. Do you have a preference?,Hotel-Select,,,,,,Hotel,Select,,556,5
12814,USER,Which of the hotels are pet friendly and how much are their pet charges?,,3.0,3.0,3.0,,,,,3.0,556,6
12815,SYSTEM,Neither of the hotels allow pets. Which one should i make the reservation for?,,,,,,,,,,556,7
12816,USER,Either one is fine. I need to book it for 5 nights on Wednesday. There are 4 people.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,556,8
12817,SYSTEM,I will work on that and be back with you in a moment.,Booking-Inform,,,,,,Booking,Inform,,556,9
12818,USER,Let me know when your break is over. I'll need a reference number please.,Hotel-Request,3.0,3.0,3.0,,,Hotel,Request,3.0,556,10
12819,SYSTEM,Booking was successful. Reference number is : P39PYOK0. Can I help you with anything else?,Booking-Book,,,,,,Booking,Book,,556,11
12820,USER,I also need info on a train. It should arrive in london liverpool street by 16:30.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,556,12
12821,SYSTEM,"Where will you be traveling from, and what day would you like to travel?",Train-Request,,,,,,Train,Request,,556,13
12822,USER,I will be departing Cambridge on Friday.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,556,14
12823,SYSTEM,"All right, the TR4187 leaves at 13:59 and arrives at 15:27. Would you like me to book that for you?",Train-OfferBook,,,,,,Train,OfferBook,,556,15
12824,USER,Can you reserve the seat for me on the train?,,3.0,3.0,3.0,,,,,3.0,556,16
12825,SYSTEM,Seat reservations are not offered on this railway. Can I still book a reservation for you?,,,,,,,,,,556,17
12826,USER,"Yes, please book it for me.",,4.0,3.0,3.0,,,,,3.33,556,18
12827,SYSTEM,How many tickets will you be needing today?,Train-Request,,,,,,Train,Request,,556,19
12828,USER,May I use my season ticket for this train booking?,,3.0,3.0,3.0,,,,,3.0,556,20
12829,SYSTEM,"Yes, but you need to visit the ticket office in your station to pick up a physical ticket. How many tickets do you need today?",,,,,,,,,,556,21
12830,USER,"I need 4 tickets, and the price and train ID",Train-Request,3.0,3.0,3.0,,,Train,Request,3.0,556,22
12831,SYSTEM,"I booked 4 tickets on train TR4187, your reference number is LXZWA3Q8. A total of 66.4 GBP is payable at the station, can I help you with anything else?",Train-OfferBooked,,,,,,Train,OfferBooked,,556,23
12832,USER,"That is all, thanks.",general-thank,4.0,3.0,3.0,,,general,thank,3.33,556,24
12833,USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,556,25
12834,USER,I'm looking for information on the Leverton House hotel.,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,557,0
12835,SYSTEM,The Leverton House is a guesthouse located on the east side of Cambridge. What information are looking for?,Hotel-Inform,,,,,,Hotel,Inform,,557,1
12836,USER,"Is there a smoking area, or other accommodations for people who smoke?",,3.0,3.0,3.0,3.0,,,,3.0,557,2
12837,SYSTEM,"No, Leverton House does not make accommodations for people who smoke. Would you like to go ahead and book a room?",,,,,,,,,,557,3
12838,USER,Can I pay with cash?,,3.0,3.0,3.0,3.0,,,,3.0,557,4
12839,SYSTEM,"Sorry, they do not accept cash, but do accept Visa, Mastercard, Maestro, American Express along with Solo. Shall I get a room for you?",,,,,,,,,,557,5
12840,USER,Perfect. I would like to book it for 3 people for 4 nights starting on Friday.,Hotel-Inform,4.0,4.0,4.0,3.0,,Hotel,Inform,3.75,557,6
12841,SYSTEM,I'm sorry. I am unable to book your stay. Could you arrive on another day or stay for a shorter amount of time?,Booking-Request,,,,,,Booking,Request,,557,7
12842,USER,Can you please check for 3 nights at the same hotel for 3 people and can I have the reference number?,Hotel-Request,3.0,3.0,2.0,3.0,,Hotel,Request,2.75,557,8
12843,SYSTEM,They don't have a room available for 3 nights either. Anything else you'd like me to try?,Booking-NoBook,,,,,,Booking,NoBook,,557,9
12844,USER,I'm looking for places to go in the centre of town.,Attraction-Inform,3.0,3.0,2.0,3.0,,Attraction,Inform,2.75,557,10
12845,SYSTEM,There are many attractions in the centre of town. Could you be more specific about what you're looking for?,Attraction-Inform,,,,,,Attraction,Inform,,557,11
12846,USER,I'd like to visit a museum if possible.,,3.0,3.0,3.0,3.0,,,,3.0,557,12
12847,SYSTEM,"How about Cambridge Contemporary Art, on 6 Trinity St? Entrance is free.",Attraction-Recommend,,,,,,Attraction,Recommend,,557,13
12848,USER,Sure. But I still need to book a hotel. Is there anything else available?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,557,14
12849,SYSTEM,"I'm sorry, it doesn't look like the Leverton House will be able to accommodate you. How about Allenbell or Autumn House? They are in the same area and also inexpensive.",Hotel-Inform,,,,,,Hotel,Inform,,557,15
12850,USER,"Can they accommodate 3 people for 4 nights? Also, what are their phone numbers?",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,557,16
12851,SYSTEM,I'm sorry both of those hotels are booked solid. Would you consider slightly more expensive accommodations?,Booking-NoBook,,,,,,Booking,NoBook,,557,17
12852,USER,Can you try 3 nights instead?,Hotel-Inform,3.0,3.0,2.0,3.0,,Hotel,Inform,2.75,557,18
12853,SYSTEM,Both of them are booked solid for the days you requested. Would you like a hotel in a moderate price?,Booking-NoBook,,,,,,Booking,NoBook,,557,19
12854,USER,Yes let's try a different hotel.,Hotel-Inform,3.0,3.0,2.0,3.0,,Hotel,Inform,2.75,557,20
12855,SYSTEM,Great. I was finally able to get you into the Autumn House staring Friday for 3 nights and 3 people. your booking reference is C5ARPTZ2.,Booking-Book,,,,,,Booking,Book,,557,21
12856,USER,Do you have the phone number for Autumn House's front desk?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,557,22
12857,SYSTEM,Sure. It's 01223575122. Anything else?,general-reqmore,,,,,,general,reqmore,,557,23
